"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"232" "C3840218" "Buprenorphine + naloxone withdrawal" "G/P" "C0029104;C0494389" "Opioid withdrawal;Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, withdrawal state"
"233" "C0241981" "Unable to balance" "A" "C0478128" "Other and unspecified abnormalities of gait and mobility"
"234" "C0751885" "Myasthenic Syndromes, Congenital, Slow Channel" "G/P" "C0027868" "Neuromuscular Diseases"
"235" "C0233796" "Temporary Amnesia" "A" "C0478135;C0478136" "Other amnesia;Other and unspecified symptoms and signs involving cognitive functions and awareness"
"236" "C0000880" "Acanthamoeba Keratitis" "G/P" "C0022568;C0033129" "Keratitis;Infection by Acanthamoeba"
"237" "C0702135" "Primary atypical pneumonia" "A" "C0206062" "Lung Diseases, Interstitial"
"238" "C0919794" "Itching scar" "G/P" "C0178298" "Skin and subcutaneous tissue disorders"
"239" "C0544779" "Diffuse acute inflammation" "O" "C0031154;C0156092;C0264227;C0267750;C0348768;C3536864" "Peritonitis;Acute appendicitis with generalized peritonitis;Acute pansinusitis;Acute peritonitis;Other seborrheic dermatitis;Acute disseminated encephalitis"
"240" "C0522251" "Sinus pain" "G/P" "C0030193" "Pain"
"241" "C0729565" "Female genital infection" "A" "C0242172" "Pelvic Inflammatory Disease"
"242" "C0158784" "Accessory skeletal muscle" "A" "C0158795;C0478080" "Other and unspecified congenital anomalies;Other congenital malformations of musculoskeletal system"
"243" "C0474796" "Neoplasm by Morphology" "G/P" "C0027651" "Neoplasms"
"244" "C1274802" "Oral hair" "G/P" "C0012242" "Digestive System Disorders"
"245" "C0264725" "Acute left-sided heart failure" "A" "C0023212" "Left-Sided Heart Failure"
"246" "C2362317" "High Blood Pressure in Pregnancy" "G/S" "C0080276" "Disorder of the genitourinary system"
"247" "C1960022" "Dissecting aneurysm of mesenteric artery" "A" "C0002945" "Aneurysm of other specified arteries"
"248" "C0744400" "Gibbus deformity" "O" "C0005940;C0477531;C0477583" "Bone Diseases;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"249" "C2931854" "Allergic Bronchopulmonary Mycosis" "A" "C0343847" "Other specified mycoses"
"250" "C1532655" "Dry eye after laser in situ keratomileusis" "G/P" "C0010034;C0155226" "Corneal Diseases;Other disorders of lacrimal gland"
"251" "C0876998" "Intracardiac thrombus" "G/P" "C0018799;C0348668" "Heart Diseases;Other and unspecified disorders of the circulatory system"
"252" "C1608983" "Mal de debarquement" "A" "C0026603" "Motion Sickness"
"253" "C0159030" "Insomnia with sleep apnea" "G/P" "C0021603;C0037315" "Sleep Initiation and Maintenance Disorders;Sleep Apnea Syndromes"
"254" "C0856805" "Acute paraplegia" "A" "C0030486" "Paraplegia"
"255" "C1442869" "Lumbar Osteoarthritis" "G/P" "C0038019;C0477616" "Spondylosis;Other spondylosis"
"256" "C3698228" "Lumbar arthritis" "G/P" "C0038012;C3241938" "Spondylitis;Dorsopathy"
"257" "C0729704" "Infective pneumonia" "A" "C0032285" "Pneumonia"
"258" "C1290377" "Neoplasm of anterior mediastinum" "G/P" "C0347245;C0495679;C0497556" "Benign neoplasm of intrathoracic organs;Localized swelling, mass and lump, trunk;Benign respiratory neoplasm"
"259" "C0234362" "Synkinesis" "G/P" "C0478126" "Other and unspecified abnormal involuntary movements"
"260" "C3824874" "Mycoplasma pneumoniae infections" "A" "C0032302" "Mycoplasma pneumonia"
"261" "C0238334" "Abscess of pancreas" "A" "C0001339" "Acute pancreatitis"
"262" "C0729771" "Infective pharyngitis" "A" "C0001344" "Acute pharyngitis"
"263" "C0409980" "Primary antiphospholipid syndrome" "G/P" "C0477583;C1399404" "Systemic involvement of connective tissue, unspecified;Hemorrhagic disorder due to circulating anticoagulants"
"264" "C0264156" "Acquired unequal leg length" "G/P" "C0005940;C0264155;C0477531;C0477583" "Bone Diseases;Acquired deformity of limb;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"265" "C0274282" "Phototherapy complication" "A" "C0034525" "Effects of radiation"
"266" "C0264545" "Thickening of pleura" "G/P" "C0153494;C0348710" "Malignant tumor of pleura;Pleural condition, unspecified"
"267" "C1411876" "Developmental arithmetic disorder" "A" "C0494427" "Specific disorder of arithmetical skills"
"268" "C0340770" "Injury of vein" "A" "C0178324" "Vascular System Injuries"
"269" "C1862866" "Ankyloblepharon filiforme adnatum and cleft palate" "A" "C0008924;C0008925;C0015393" "Cleft Lip;Cleft Palate;Eye Abnormalities"
"270" "C1842036" "GIANT PIGMENTED HAIRY NEVUS" "A" "C0027962" "Melanocytic nevus"
"271" "C0858709" "Pruritus of both hands" "A" "C0033774" "Pruritus"
"272" "C0269214" "Vaginal adenosis" "G/P" "C0156383" "Noninflammatory disorder of the vagina"
"273" "C0264162" "Camptocormia" "A" "C0026847" "Spinal Muscular Atrophy"
"274" "C0521168" "Occupational Injuries" "G/P" "C0476606;C3263723" "Problem related to physical environment, unspecified;Traumatic injury"
"275" "C1282504" "Metastasis from malignant tumor of stomach" "G/P" "C0006826" "Malignant Neoplasms"
"276" "C0740364" "Benign cyst of ovary" "A" "C0004997" "Benign Ovarian Neoplasm"
"277" "C0576725" "Nettle sting" "A" "C0451933" "Irritant contact dermatitis due to plants, except food"
"278" "C0263443" "Pustular acne" "A" "C0001144;C0702166" "Acne Vulgaris;Acne"
"279" "C1321905" "Minimal Brain Dysfunction" "G/P" "C0006111;C0018674;C0556006" "Brain Diseases;Craniocerebral Trauma;Mental, behavioral disorders"
"280" "C2585290" "Siewert type I adenocarcinoma of esophagogastric junction" "A" "C0153417" "Malignant neoplasm of cardia"
"281" "C0392378" "Ulceration of gingivae" "G/P" "C0008684;C0348724" "Chronic gingivitis;Other forms of stomatitis"
"282" "C3686916" "Bacterial pyothorax" "G/P" "C0014013;C0238990" "Empyema, Pleural;Acute lower respiratory tract infection"
"283" "C0265598" "Manus vara" "G/P" "C0018566;C0158795;C0206762;C0264155;C0478070" "Congenital Hand Deformities;Other and unspecified congenital anomalies;Limb Deformities, Congenital;Acquired deformity of limb;Other congenital malformations of upper limb(s), including shoulder girdle"
"284" "C0343089" "Lymphangioma circumscriptum" "A" "C0024221" "Lymphangioma"
"285" "C0234516" "Speech dysfunction" "O" "C0349325" "Developmental disorder of speech and language, unspecified"
"286" "C1282501" "Metastasis from malignant tumor of pancreas" "G/P" "C0006826" "Malignant Neoplasms"
"287" "C3658267" "Prostatic Neoplasms, Castration-Resistant" "G/P" "C0376358;C0496923" "Malignant neoplasm of prostate;Neoplasm of uncertain or unknown behavior of prostate"
"288" "C0152074" "Ethiopian cutaneous leishmaniasis" "A" "C0023283" "Leishmaniasis, Cutaneous"
"289" "C0264589" "Adductor spastic dysphonia" "G/P" "C0155852;C1527344" "Other diseases of vocal cords;Dysphonia"
"290" "C0265216" "X-linked hydrocephalus syndrome" "A" "C0020255" "Hydrocephalus"
"291" "C1319317" "Squamous cell carcinoma of pharynx" "A" "C0153405" "Malignant neoplasm of pharynx"
"292" "C0333990" "Basal cell hyperplasia" "G/C" "C2937421" "Prostatic Hyperplasia"
"293" "C0741020" "Anesthetic allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"294" "C1300102" "Disseminated hemorrhage" "G/P" "C0019065;C0348668;C0869085" "Hemoperitoneum;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"295" "C1275122" "Familial multiple trichoepitheliomata" "A" "C0496885" "Other benign neoplasm of skin, unspecified"
"296" "C1304195" "Autoimmune angioedema" "G/P" "C0002994" "Angioedema"
"297" "C1392101" "Central cataracts" "O" "C0015967;C0020473;C0020480;C0020623;C0023817;C0025362;C0025517;C0029768;C0263506;C0268397;C0494269;C0494345;C0494362;C0678189;C2047520" "Fever;Hyperlipidemia;Hyperlipoproteinemia Type IV;Hypolipoproteinemias;Hyperlipoproteinemia Type I;Mental Retardation;Metabolic Diseases;Other specified diseases of blood and blood-forming organs;Perifolliculitis capitis abscedens;Amyloidosis, Primary Cutaneous;Hypergammaglobulinemia, unspecified;Disorder of lipoprotein metabolism, unspecified;Other specified metabolic disorders;Hyperlipidemia, group A;Mixed hyperlipidemia (disorder)"
"298" "C0571136" "Allopurinol allergy" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"299" "C0858864" "Spot pigmented" "A" "C0549567" "Pigmentation Disorders"
"300" "C0279591" "L3 adult acute lymphoblastic leukemia" "G/P" "C0006413" "Burkitt Lymphoma"
"301" "C0393736" "Muscular headache" "A" "C0018681" "Headache"
"302" "C0751891" "Intracranial Hemorrhage, Hypertensive" "G/P" "C0494608" "Intracranial hemorrhage (nontraumatic), unspecified"
"303" "C1446220" "Infarction of basal ganglia" "A" "C0007785;C0348636" "Cerebral Infarction;Other cerebral infarction"
"304" "C0267662" "Congenital chloride diarrhea" "G/P" "C0024523;C0156173" "Malabsorption Syndrome;Functional diarrhea"
"305" "C1827192" "Allergic fungal sinusitis" "A" "C0348689" "Other allergic rhinitis"
"306" "C0022682" "Kienbock Disease" "A" "C0264090" "Juvenile osteochondrosis of hand"
"307" "C0878486" "Arteriolosclerosis" "G/P" "C0017327" "Generalized atherosclerosis"
"308" "C0149853" "Occlusion of internal carotid artery" "G/P" "C0600126" "Occlusion and stenosis of carotid artery"
"309" "C1868596" "Atypical Parkinson Disease" "O" "C0030567" "Parkinson Disease"
"310" "C0240200" "Median fissure of lip" "A" "C0023760" "Lip Diseases"
"311" "C0435331" "Fracture of zygomatic complex" "G/P" "C0452077" "Fracture of skull and facial bones"
"312" "C0240941" "Pruritus of scalp" "A" "C0033774;C0477483" "Pruritus;Other pruritus"
"313" "C0345138" "Pericardial anomaly" "G/P" "C0265122" "Disorder of pericardium"
"314" "C0272439" "Injury of perineum" "A" "C0478267" "Unspecified injury of abdomen, lower back and pelvis"
"315" "C0155373" "Posterior dislocation of lens" "A" "C0023309;C0478209" "Lens dislocation;Other injuries of eye and orbit"
"316" "C0438980" "Umbilical fistula" "G/P" "C0477529" "Other specified disorders of skin and subcutaneous tissue"
"317" "C0264175" "Flat chest" "G/P" "C0001171;C0263660" "Acquired chest and rib deformity;Musculoskeletal and connective tissue disorders"
"318" "C1265823" "Recurrent inflammation" "O" "C0029610" "Other endophthalmitis"
"319" "C0879455" "colorectal cancer, genetics of" "O" "C0007102" "Malignant tumor of colon"
"320" "C0024439" "Macular corneal dystrophy" "A" "C0010035" "Hereditary corneal dystrophy"
"321" "C0333040" "Fungus ball" "G/P" "C3263723" "Traumatic injury"
"322" "C0565619" "Fetal distress - in labor" "G/P" "C0270075;C0478658" "Perinatal disorder;Disorder of psychological development"
"323" "C0565568" "Tendon rupture - hand" "G/P" "C0477645" "Disorder of synovium and tendon, unspecified"
"324" "C0848967" "elbow tendonitis" "G/P" "C0022408;C0242490" "Arthropathy;Enthesopathy"
"325" "C0850673" "congenital metabolic disorder" "A" "C0025517" "Metabolic Diseases"
"326" "C0338573" "Cerebral venous sinus thrombosis" "A" "C0494450" "Intracranial and intraspinal phlebitis and thrombophlebitis"
"327" "C1142139" "Drug Reaction with Eosinophilia and Systemic Symptoms" "G/P" "C0451939" "Generalized skin eruption due to drugs and medicaments"
"328" "C3697594" "Post-cerebrovascular accident epilepsy" "G/P" "C0014544" "Epilepsy"
"329" "C0263387" "Pitted keratolysis" "G/P" "C0003177;C0004623;C0042769;C0348295" "Cutaneous anthrax;Bacterial Infections;Virus Diseases;Unspecified parasitic disease"
"330" "C0413949" "Antihypertensive adverse reaction" "A" "C0869186" "Other antihypertensive drugs, NEC causing adverse effects in therapeutic use in ICD10AM_2000"
"331" "C2930620" "Irradiation-Induced Sialadenitis" "G/P" "C0037023" "Sialadenitis"
"332" "C0581324" "Flexion deformity of knee" "G/P" "C0264155;C0333068" "Acquired deformity of limb;Flexion contracture"
"333" "C0272715" "Closed fracture of lower limb" "G/P" "C0478393;C0495958" "Other injuries of unspecified body region;Injury of lower leg"
"334" "C0342300" "Chronic hyperglycemia" "A" "C0020456" "Hyperglycemia"
"335" "C0274968" "Poisoning of animals with phosphate salts" "G/P" "C0275009;C0452174" "Pesticide poisoning;Toxic effect of phosphorus and its compounds"
"336" "C0935578" "harassment" "G/P" "C0003431" "Antisocial Personality Disorder"
"337" "C0024954" "Maxillary Neoplasms" "G/P" "C0005940;C0022362;C0027630;C0478660" "Bone Diseases;Jaw Diseases;Neoplasm of uncertain or unknown behavior of bone and articular cartilage;Localized swelling, mass and lump, head"
"338" "C0751141" "Facial Palsy, Upper Motor Neuron" "G/P" "C0015464;C0376175" "Facial Nerve Diseases;Bell Palsy"
"339" "C0342158" "Hypothyroidism, Autoimmune" "G/P" "C0020676;C0040128;C0154164;C0920350" "Hypothyroidism;Thyroid Diseases;Other disorders of thyroid;Autoimmune thyroiditis"
"340" "C3829122" "Mesenchymal Glioblastoma" "G/P" "C0153633" "Malignant neoplasm of brain"
"341" "C0570123" "Antituberculous drug adverse reaction" "G/P" "C0481110;C0481118" "Drugs, medicaments and biological substances causing adverse effects in therapeutic use;Unspecified systemic anti-infectives and antiparasitics causing adverse effects in therapeutic use"
"342" "C0162672" "MERRF Syndrome" "A" "C0270850;C0494362" "Idiopathic generalized epilepsy;Other specified metabolic disorders"
"343" "C0270948" "Neurogenic Muscular Atrophy" "G/P" "C0026848" "Myopathy"
"344" "C0159322" "Closed fracture of nasal bones" "A" "C0339848" "Fractured nasal bones"
"345" "C0948707" "Periosteal elevation" "A" "C0005940" "Bone Diseases"
"346" "C2350177" "Insufficiency Fractures" "G/P" "C0435943" "Metatarsal bone fracture"
"347" "C1142306" "Atrial fibrillation with rapid ventricular response" "G/P" "C0039240;C0155709" "Supraventricular tachycardia;Atrial fibrillation and flutter"
"348" "C0162817" "Skin Diseases, Eczematous" "G/P" "C0178298;C0221271" "Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa"
"349" "C0005129" "Bernard-Soulier Syndrome" "G/P" "C0040034;C0235604" "Thrombocytopenia;Qualitative platelet deficiency"
"350" "C1279945" "Acute interstitial pneumonia" "A" "C0206062" "Lung Diseases, Interstitial"
"351" "C0406299" "Chronic prurigo" "A" "C0477482" "Other prurigo"
"352" "C2316135" "Acute upper urinary tract infection" "G/P" "C0042029" "Urinary tract infection"
"353" "C0742583" "Colon cancer, NOS - Dukes classification unspecified" "O" "C0007102" "Malignant tumor of colon"
"354" "C0002888" "Anemia, Megaloblastic" "A" "C0869045" "Other megaloblastic anemias, not elsewhere classified in ICD10CM"
"355" "C0205697" "Carcinoma, Spindle-Cell" "G/P" "C0006826" "Malignant Neoplasms"
"356" "C2064625" "Psychotic disorder due to amphetamine use" "A" "C0349147" "Mental and behavioral disorders due to use of other stimulants including caffeine, psychotic disorder"
"357" "C0334233" "Pleomorphic carcinoma" "G/P" "C0006826" "Malignant Neoplasms"
"358" "C0521465" "Toxicoderma" "G/P" "C0020517;C0037272" "Hypersensitivity;Disease of Skin and Appendages"
"359" "C0410264" "Contracture of tendo achilles" "A" "C0263973" "Acquired short Achilles tendon"
"360" "C0342269" "Steroid-induced diabetes" "A" "C0011849;C0494293" "Diabetes Mellitus;Other specified diabetes mellitus without complications"
"361" "C2584588" "Lymphedema of limb" "A" "C0494630" "Lymphedema, not elsewhere classified in ICD10CM"
"362" "C0036917" "Sexually Transmitted Diseases, Bacterial" "G/P" "C0004623;C0036916" "Bacterial Infections;Sexually Transmitted Diseases"
"363" "C0973461" "Dysphasia" "A" "C1313975" "Dysphasia and aphasia"
"364" "C0695236" "Tracheostomy infection" "G/P" "C0264222;C0392110" "Acute upper respiratory infection;Tracheostomy malfunction"
"365" "C0750927" "Apraxia, Developmental Verbal" "A" "C0026613" "Motor Skills Disorders"
"366" "C1720795" "Acute Bacterial Prostatitis" "G/P" "C0004623;C0008354;C0013371;C0033581;C0178238;C0348336;C2939130" "Bacterial Infections;Cholera;Shigella Infections;prostatitis;Intestinal infectious disease (disorder);Other and unspecified infectious diseases;Other bacterial diseases"
"367" "C0149880" "Acute epididymitis" "G/P" "C0017412;C0495077" "Genital Diseases, Male;Orchitis, epididymitis and epididymo-orchitis without abscess"
"368" "C1710535" "Undifferentiated Stromal Sarcoma" "G/P" "C0007103" "Malignant neoplasm of endometrium"
"369" "C0400865" "Motility disorder of intestine" "G/P" "C0016807" "Functional disorder of intestine"
"370" "C2931830" "Restless legs syndrome 2" "G/P" "C0477362" "Other specified extrapyramidal and movement disorders"
"371" "C0524679" "Neuropapillitis" "O" "C0029134;C0029134" "Optic Neuritis;Optic Neuritis"
"372" "C0264980" "Cholesterol embolus syndrome" "G/P" "C0013924" "Embolism and thrombosis of unspecified artery"
"373" "C0232431" "Cold sweat" "G/P" "C0020458;C0178298;C0476476" "Hyperhidrosis disorder;Skin and subcutaneous tissue disorders;Generalized hyperhidrosis"
"374" "C1282979" "Transient hypoparathyroidism" "A" "C0020626" "Hypoparathyroidism"
"375" "C0262471" "ENT problem" "G/C" "C0018520;C0026635;C0037383;C0264222;C0478114;C0478115" "Halitosis;Mouth Breathing;Sneezing;Acute upper respiratory infection;Other and unspecified abnormalities of breathing;Other specified symptoms and signs involving the circulatory and respiratory systems"
"376" "C1263762" "Endocervical adenocarcinoma" "A" "C0153569" "Malignant neoplasm of endocervix"
"377" "C1265766" "Thrombosed aneurysm" "G/P" "C0002940" "Aneurysm"
"378" "C0396023" "Chronic adenoiditis" "G/P" "C0149517;C0155826;C0155828" "Chronic tonsillitis;Chronic nasopharyngitis;Chronic disease of tonsils AND/OR adenoids"
"379" "C0334357" "Papillary cystic tumor" "G/P" "C0027651" "Neoplasms"
"380" "C0553668" "Labored breathing" "A" "C0013404;C0020578" "Dyspnea;Hyperventilation"
"381" "C0854985" "Adenocarcinoma of lung, stage I" "G/P" "C0348343" "Malignant neoplasm of bronchus or lung, unspecified"
"382" "C1863416" "Autosomal dominant compelling helio ophthalmic outburst syndrome" "A" "C0037383" "Sneezing"
"383" "C2700612" "Disorder of digestive tract" "G/P" "C0012242" "Digestive System Disorders"
"384" "C0205828" "Cavernous lymphangioma" "A" "C0024221" "Lymphangioma"
"385" "C1332598" "Borderline serous tumour of ovary" "G/P" "C0027651;C0496920;C1140680" "Neoplasms;Neoplasm of uncertain or unknown behavior of ovary;Malignant neoplasm of ovary"
"386" "C1829703" "Carnitine palmitoyl transferase 1A deficiency" "A" "C0020615" "Hypoglycemia"
"387" "C0849784" "Bacterial diarrhoea" "G/P" "C0004623;C0178238;C0348101;C2939130" "Bacterial Infections;Intestinal infectious disease (disorder);Diarrhea and gastroenteritis of presumed infectious origin;Other bacterial diseases"
"388" "C0859920" "Hair Follicle Neoplasm" "G/P" "C0007114;C0494861;C0496955;C0549150" "Malignant neoplasm of skin;Hair color and hair shaft abnormality, unspecified;Neoplasm of uncertain or unknown behavior of skin;Pseudofolliculitis barbae (disorder)"
"389" "C0342570" "Disorder of stature" "G/P" "C0478658" "Disorder of psychological development"
"390" "C1334415" "Low Grade Gastric Intraepithelial Neoplasia" "G/P" "C0024623;C0496905;C1265999" "Malignant neoplasm of stomach;Neoplasm of uncertain or unknown behavior of stomach;In situ neoplasm (morphology)"
"391" "C1290165" "Diffuse sclerosing osteomyelitis" "G/P" "C0029443" "Osteomyelitis"
"392" "C0263222" "Chronic eczema" "G/P" "C0011603" "Dermatitis"
"393" "C0521464" "Edematous skin" "G/P" "C0013604;C0085096;C0178298;C0262988;C0343081;C0477527;C0477529;C1405867" "Edema;Peripheral Vascular Diseases;Skin and subcutaneous tissue disorders;Vasculitis of the skin;Livedoid vasculitis;Other vasculitis limited to skin;Other specified disorders of skin and subcutaneous tissue;Pigmented purpuric dermatosis"
"394" "C0301946" "Acute cellular graft rejection" "A" "C0478500" "Failure and rejection of other transplanted organs and tissues"
"395" "C0340893" "Vascular graft stenosis" "G/P" "C0263978;C0478489;C0496137" "Disorder of soft tissue;Unspecified complication of cardiac and vascular prosthetic device, implant and graft;Unspecified complication of procedure"
"396" "C1707446" "Columnar Cell Hyperplasia of the Breast" "G/P" "C0006142;C0496956" "Malignant neoplasm of breast;Neoplasm of uncertain or unknown behavior of breast"
"397" "C0333537" "Wet gangrene" "G/P" "C0495663" "Gangrene, not elsewhere classified"
"398" "C1335686" "Rectal Neuroendocrine Neoplasm" "G/P" "C0027765;C0496908;C0496950" "nervous system disorder;Neoplasm of uncertain or unknown behavior of rectum;Neoplasm of uncertain or unknown behavior of endocrine gland"
"399" "C0750461" "Tendinitis of wrist" "G/P" "C0242490" "Enthesopathy"
"400" "C0271862" "Idiopathic parathyroidism" "A" "C0020626" "Hypoparathyroidism"
"401" "C3658299" "Zellweger Spectrum" "G/P" "C0494362" "Other specified metabolic disorders"
"402" "C0684817" "Secondary malignant neoplasm of neck" "G/P" "C0006826;C0153660" "Malignant Neoplasms;Malignant neoplasm of head, neck and face"
"403" "C0206661" "Gonadoblastoma" "G/P" "C0153594;C0432470" "Malignant neoplasm of testis;46, XY female"
"404" "C0520759" "Carcinogen effect" "G/P" "C0274869;C0496113" "Toxic effect of heavy metal;Toxic effect of unspecified substance"
"405" "C1276070" "Infantile atopic dermatitis" "G/P" "C0011615" "Dermatitis, Atopic"
"406" "C0728942" "Perforating wound" "G/P" "C3263723" "Traumatic injury"
"407" "C0596118" "Aortic occlusion" "G/P" "C0013924;C0155764" "Embolism and thrombosis of unspecified artery;Unspecified disorders of arteries and arterioles"
"408" "C0278026" "Aciduria" "G/C" "C0025517" "Metabolic Diseases"
"409" "C1456517" "absence of umbilical artery" "A" "C0158635" "Absence or hypoplasia of the umbilical artery"
"410" "C0423985" "Rumination - thoughts" "G/P" "C0004936;C0027765;C0478136;C0556006" "Mental disorders;nervous system disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness;Mental, behavioral disorders"
"411" "C0333062" "Hernia sac" "O" "C0496675;C0496675" "Medical care, unspecified;Medical care, unspecified"
"412" "C0001707" "Aerophagy" "A" "C0338939;C0349249" "Somatoform autonomic dysfunction;Other somatoform disorders"
"413" "C0027661" "Neoplasms, Hormone-Dependent" "G/P" "C0027651" "Neoplasms"
"414" "C0232191" "Reflex bradycardia" "A" "C0428977" "Bradycardia"
"415" "C0040124" "Thyroglossal Cyst" "A" "C0432378" "Congenital malformations of other endocrine glands"
"416" "C0848337" "gastric distention" "A" "C0348731" "Other specified diseases of stomach and duodenum"
"417" "C1611171" "Thalamic infarction" "A" "C0007785;C0348636" "Cerebral Infarction;Other cerebral infarction"
"418" "C0341398" "Stomal prolapse" "O" "C0005745;C0156353" "Blepharoptosis;Uterovaginal prolapse"
"419" "C3698086" "Submucosal hemorrhage" "G/P" "C0019065;C0348668;C0869085" "Hemoperitoneum;Other and unspecified disorders of the circulatory system;Hemorrhage, not elsewhere classified in ICD10CM"
"420" "C0850060" "Nasal itching" "O" "C0265740" "Arrhinia"
"421" "C1276002" "Superior oblique overaction" "A" "C0155384" "Other specified disorders of eye and adnexa"
"422" "C0406608" "Pelvic lipomatosis" "A" "C0005686" "Urinary Bladder Diseases"
"423" "C0405469" "Granulomatous Mastitis" "G/P" "C0006145;C0016808;C3495439" "Breast Diseases;Functional disorders of polymorphonuclear neutrophils;Inflammatory disorder of breast"
"424" "C0267772" "Pancreatic ascites" "G/P" "C0003962;C0030286" "Ascites;Pancreatic Diseases"
"425" "C0393664" "Multiple Sclerosis, Acute Relapsing" "A" "C0026769" "Multiple Sclerosis"
"426" "C0151532" "Brain stem disorder" "A" "C0006111" "Brain Diseases"
"427" "C0543859" "Amyotrophic Lateral Sclerosis, Guam Form" "G/P" "C0085084" "Motor Neuron Disease"
"428" "C1142536" "Pneumonia MRSA" "A" "C0032308" "Staphylococcal Pneumonia"
"429" "C0156221" "Acute glomerulonephritis" "A" "C0268733" "Acute nephritis"
"430" "C0339335" "Traumatic hyphema" "A" "C0495808" "Contusion of eyeball and orbital tissues"
"431" "C1704334" "Eccrine hidrocystoma" "A" "C0496885" "Other benign neoplasm of skin, unspecified"
"432" "C0234469" "Aphasia, Global" "G/P" "C0154725;C1313975" "Other disorders of nervous system;Dysphasia and aphasia"
"433" "C0748858" "Small intestinal stricture NOS" "G/P" "C0021831;C0348741" "Intestinal Diseases;Other and unspecified intestinal obstruction"
"434" "C0267171" "Idiopathic gastric stasis" "A" "C0348731" "Other specified diseases of stomach and duodenum"
"435" "C0423927" "Mild memory disturbance" "A" "C0478135" "Other amnesia"
"436" "C0241845" "combative" "O" "C0149654" "Conduct Disorder"
"437" "C0031129" "Periphlebitis" "G/P" "C1367972" "Phlebitis and thrombophlebitis"
"438" "C0333002" "Congenital dilatation" "G/P" "C0000768" "Congenital Abnormality"
"439" "C0403637" "Acute radiation cystitis" "A" "C0156270" "Irradiation cystitis"
"440" "C0281373" "Respiratory papilloma" "G/P" "C0009663;C0027651;C0086692;C0153954" "Condylomata Acuminata;Neoplasms;Benign Neoplasm;Benign neoplasm of bronchus and lung"
"441" "C0553735" "Pyorrhea" "G/P" "C0031090;C0348336;C0349369" "Periodontal Diseases;Other and unspecified infectious diseases;Disorder of gingiva and edentulous alveolar ridge, unspecified"
"442" "C0266060" "Anterior open bite" "G/P" "C0024636;C0155939" "Malocclusion;Dental arch relationship anomaly"
"443" "C0406323" "Psoriatic nail dystrophy" "A" "C0221260" "Dystrophia unguium"
"444" "C2211235" "Strain of foot" "A" "C0478354" "Sprain and strain of other and unspecified parts of foot"
"445" "C0435570" "Open supracondylar fracture of humerus" "G/P" "C0272612;C0272613" "Fracture of shaft of humerus;Fracture of distal end of humerus"
"446" "C0549297" "Auricular swelling" "G/P" "C0478660" "Localized swelling, mass and lump, head"
"447" "C0339759" "Acute infective otitis externa" "G/P" "C0339752;C0339753;C0477434" "Abscess of external ear;Cellulitis of external ear;Other infective otitis externa"
"448" "C0343798" "Lupoid leishmaniasis" "G/P" "C0023283" "Leishmaniasis, Cutaneous"
"449" "C0598937" "Nervous exhaustion" "G/P" "C0027765" "nervous system disorder"
"450" "C0434017" "Injury of thoracic duct" "G/P" "C0039980;C0478393;C0494631" "Thoracic Injuries;Other injuries of unspecified body region;Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"
"451" "C2349267" "Acute lymphoid leukemia, in relapse" "G/P" "C0023449" "Acute lymphocytic leukemia"
"452" "C1306839" "Pyrophosphate arthritis" "G/P" "C0409896" "Familial chondrocalcinosis"
"453" "C0277997" "Palatal reflex" "O" "C0034933;C0432098" "Reflex, Abnormal;Cleft Soft Palate"
"454" "C0271004" "Absent anterior chamber of eye" "A" "C0155384" "Other specified disorders of eye and adnexa"
"455" "C0854836" "Angiocentric lymphoma stage II" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"456" "C1708554" "Intraocular Infection" "G/P" "C0259800" "Purulent endophthalmitis"
"457" "C0017567" "Gingival Hypertrophy" "A" "C0376480" "Gingival Overgrowth"
"458" "C0395922" "Cervical vertigo" "G/P" "C0042594;C0155503" "Vestibular Diseases;Central Nervous System Origin Vertigo"
"459" "C0848197" "Pubic pain" "G/P" "C0263660" "Musculoskeletal and connective tissue disorders"
"460" "C0521789" "Nervous tinnitus" "A" "C0040264" "Tinnitus"
"461" "C1336298" "Stage II Mature T- and NK-Cell Lymphoma" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"462" "C0406409" "Aquagenic pruritus" "A" "C0477483" "Other pruritus"
"463" "C0343286" "Lumbar discitis" "A" "C0012624" "Discitis"
"464" "C2698878" "Primary Intestinal Follicular Lymphoma" "G/P" "C0024301" "Lymphoma, Follicular"
"465" "C0221237" "Angular cheilitis" "A" "C0023760" "Lip Diseases"
"466" "C0410647" "Spinal claudication" "G/P" "C0027765;C0037944;C0348668" "nervous system disorder;Spinal Stenosis;Other and unspecified disorders of the circulatory system"
