"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"224" "C0154326" "Drug-induced delirium" "A" "C0011206;C0349106;C0349116;C0349126;C0349136;C0349146;C0349156;C0349165;C0349176;C0494390" "Delirium;Mental and behavioral disorders due to use of opioids, withdrawal state with delirium;Mental and behavioral disorders due to use of cannabinoids, withdrawal state with delirium;Mental and behavioral disorders due to use of sedatives or hypnotics, withdrawal state with delirium;Mental and behavioral disorders due to use of cocaine, withdrawal state with delirium;Mental and behavioral disorders due to use of other stimulants including caffeine, withdrawal state with delirium;Mental and behavioral disorders due to use of hallucinogens, withdrawal state with delirium;Mental and behavioral disorders due to use of tobacco, withdrawal state with delirium;Mental and behavioral disorders due to use of volatile solvents, withdrawal state with delirium;Mental and behavioral disorders due to multiple drug sue and use of psychoactive substances, withdrawal state with delirium"
"225" "C0432303" "Non-erythrodermic lamellar ichthyosis" "A" "C0079154" "Congenital Nonbullous Ichthyosiform Erythroderma"
"226" "C1279376" "Inflammatory abdominal aortic aneurysm" "A" "C0265011" "Abdominal aortic aneurysm without rupture"
"227" "C0409643" "Rheumatoid arthritis of wrist" "A" "C0003873" "Rheumatoid Arthritis"
"228" "C0013261" "Duane Retraction Syndrome" "A" "C0029831" "Other specified strabismus"
"229" "C0271789" "Hypothyroidism, Congenital, Nongoitrous, 4" "A" "C0494273" "Other specified hypothyroidism"
"230" "C1997728" "Osteomyelitis due to Staphylococcus aureus" "G/P" "C0029443;C0038160" "Osteomyelitis;Staphylococcal Infections"
"231" "C1335433" "Pleural Carcinomatosis" "G/P" "C0153678;C0348355" "Secondary malignant neoplasm of pleura;Kaposi's sarcoma of multiple organs"
"232" "C0279794" "recurrent lip and oral cavity cancer" "G/P" "C0037272;C0153381" "Disease of Skin and Appendages;Malignant neoplasm of mouth"
"233" "C0853895" "Mental disorder due to a general medical condition" "G/P" "C0004936;C0478136" "Mental disorders;Other and unspecified symptoms and signs involving cognitive functions and awareness"
"234" "C1304047" "Skin injury due to violence" "A" "C3263723" "Traumatic injury"
"235" "C3537212" "Disrupted episiotomy wound" "G/P" "C0302418;C0478386;C0478393" "Disruption of operation wound, NEC in ICD10AM_2000;Open wound of unspecified body region;Other injuries of unspecified body region"
"236" "C1868714" "Eagle syndrome" "G/P" "C0018681;C0343251" "Headache;Muscle calcification and ossification"
"237" "C0085388" "Intracranial Tuberculoma" "G/P" "C0348107;C0478660;C0494214;C0494448" "Tuberculosis of nervous system, unspecified;Localized swelling, mass and lump, head;Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified;Intracranial abscess and granuloma"
"238" "C0339869" "Tonsil disease - chronic" "A" "C0155828" "Chronic disease of tonsils AND/OR adenoids"
"239" "C3696921" "Preterm spontaneous labor with preterm delivery" "G/P" "C0080276;C0269815" "Disorder of the genitourinary system;Complication of labor and delivery, unspecified"
"240" "C1274344" "Erysipelas of lower limb" "A" "C0014733" "Erysipelas"
"241" "C0008493" "Hydatidiform Mole, Invasive" "A" "C0496921" "Neoplasm of uncertain or unknown behavior of placenta"
"242" "C0221236" "Chronic interstitial pneumonia" "A" "C0206062" "Lung Diseases, Interstitial"
"243" "C0596848" "lipoprotein disorder" "G/P" "C0018939;C0020473;C0020480;C0020623;C0023817;C0494345;C0678189;C2047520" "Hematological Disease;Hyperlipidemia;Hyperlipoproteinemia Type IV;Hypolipoproteinemias;Hyperlipoproteinemia Type I;Disorder of lipoprotein metabolism, unspecified;Hyperlipidemia, group A;Mixed hyperlipidemia (disorder)"
"244" "C0007773" "Cerebral arteritis" "A" "C0007820;C0348641;C0494615;C0494616" "Cerebrovascular Disorders;Cerebral arteritis in other diseases classified elsewhere;Cerebral arteritis, not elsewhere classified;Cerebral arteritis in infectious and parasitic diseases classified elsewhere"
"245" "C1533651" "Deficiency of cell-mediated immunity" "A" "C0494266" "Other specified immunodeficiencies"
"246" "C0018776" "Hearing Loss, Central" "A" "C0018784" "Sensorineural Hearing Loss (disorder)"
"247" "C2887939" "Unspecified cirrhosis of liver" "G/P" "C0348749" "Other and unspecified cirrhosis of liver"
"248" "C2886298" "Unspecified effects of high altitude" "G/P" "C0029499" "Effects of other and unspecified effects of high altitude"
"249" "C1692887" "Acute suppurative arthritis" "A" "C0003869" "Arthritis, Infectious"
"250" "C0339473" "Preproliferative diabetic retinopathy" "A" "C0011884" "Diabetic Retinopathy"
"251" "C1959899" "Third trimester bleeding" "G/P" "C0269608" "Antepartum hemorrhage"
"252" "C0267527" "Enterostomy malfunction" "A" "C0156186" "Colostomy and enterostomy malfunction"
"253" "C1396324" "pulmonary embolism with acute cor pulmonale" "A" "C0034065" "Pulmonary Embolism"
"254" "C0438438" "Chronic periodontitis simplex" "A" "C0266929" "Chronic Periodontitis"
"255" "C1306220" "Fort Bragg Fever" "G/P" "C0023364" "Leptospirosis"
"256" "C0585061" "Angulated fracture" "O" "C0016537;C0016655;C0016655;C0016655;C0016655;C0022408;C0035522;C0149860;C0262414;C0262414;C0272440;C0478267;C0478393;C0495958;C3263723" "Forearm Injuries;Multiple fractures;Multiple fractures;Multiple fractures;Multiple fractures;Arthropathy;Rib Fractures;Fracture of coccyx;Fracture of cervical spine;Fracture of cervical spine;Unspecified injury of shoulder and upper arm;Unspecified injury of abdomen, lower back and pelvis;Other injuries of unspecified body region;Injury of lower leg;Traumatic injury"
"257" "C0346940" "Malignant tumor of ill-defined site" "G/P" "C0006826" "Malignant Neoplasms"
"258" "C0156355" "Old laceration of muscles of pelvic floor" "A" "C0477779" "Other female genital prolapse"
"259" "C0001539" "Adjustment disorder with depressed mood" "A" "C0001546" "Adjustment Disorders"
"260" "C0160630" "Traumatic amputation of other finger(s) (complete) (partial)" "G/P" "C0496006" "Open wound of upper limb, level unspecified"
"261" "C0241215" "Hydrocele of spermatic cord" "A" "C1720771" "Testicular Hydrocele"
"262" "C0271487" "Vertiginous syndrome" "A" "C0042594;C0155503" "Vestibular Diseases;Central Nervous System Origin Vertigo"
"263" "C0847033" "Allergic oedema" "G/P" "C0020517" "Hypersensitivity"
"264" "C0155507" "Toxic labyrinthitis" "G/P" "C0022893" "Labyrinthitis"
"265" "C0241856" "Occupational deafness" "G/P" "C0155531;C0476606" "Noise effects on inner ear;Problem related to physical environment, unspecified"
"266" "C0340892" "Mechanical complication of coronary bypass" "G/P" "C0010054;C0155764;C0478489" "Coronary Arteriosclerosis;Unspecified disorders of arteries and arterioles;Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
"267" "C0042996" "Vulvitis" "A" "C0269085" "Acute vulvitis"
"268" "C2902951" "Acute renal failure with lesion of tubular necrosis" "A" "C0022660" "Kidney Failure, Acute"
"269" "C0949136" "Dysplasia of prostate" "G/P" "C0156294" "Other disorders of prostate"
"270" "C2864054" "Unspecified fracture of lower leg" "G/P" "C0495944" "Fracture of lower leg, including ankle"
"271" "C1397368" "palate; fissure" "A" "C0008925;C0266015" "Cleft Palate;Congenital digestive system anomalies"
"272" "C0265535" "Trigonocephaly" "A" "C0010278;C0495615" "Craniosynostosis;Congenital abnormality of skull and face bones"
"273" "C0264863" "Subacute endocarditis" "G/P" "C0494589" "Acute and subacute infective endocarditis"
"274" "C3671950" "Infection of umbilicus" "G/P" "C0008354;C0013371;C0178238;C0348336" "Cholera;Shigella Infections;Intestinal infectious disease (disorder);Other and unspecified infectious diseases"
"275" "C0339377" "Exfoliation of lens capsule" "G/P" "C0023308" "Lens Diseases"
"276" "C0553767" "Cerebral Palsy, Congenital" "G/P" "C0392549" "Infantile cerebral palsy"
"277" "C0311357" "ovarian cystic disease" "O" "C0032460" "Polycystic Ovary Syndrome"
"278" "C0271602" "Hypersecretion of ovarian androgens" "A" "C0235461" "Androgen excess"
"279" "C0274320" "Complication of internal prosthetic device" "G/P" "C0496155;C0869099" "Unspecified complication of internal prosthetic device, implant and graft;Other complications of internal prosthetic devices, implants and grafts, NEC in ICD10"
"280" "C0264992" "Polyarteritis" "A" "C0003860" "Arteritis"
"281" "C0267581" "Stenosis of rectum" "A" "C0156183" "Anorectal stricture"
"282" "C1142249" "Infected cyst" "G/P" "C0027651" "Neoplasms"
"283" "C0393622" "Drug-induced myoclonus" "A" "C0027066" "Myoclonus"
"284" "C2911632" "Candidal sepsis" "G/P" "C0006840" "Candidiasis"
"285" "C0559750" "Persistent hematuria" "A" "C0018965" "Hematuria"
"286" "C1399358" "hemiparkinsonism" "A" "C0030567" "Parkinson Disease"
"287" "C0026508" "Monteggia's Fracture" "A" "C0347797" "Fracture of proximal end of ulna"
"288" "C0435614" "Fracture of distal end of ulna" "G/P" "C0495890;C1305215" "Other specified injuries of forearm;Fracture of forearm"
"289" "C0234242" "Pain and tenderness" "A" "C0030193" "Pain"
"290" "C2063389" "Retroperitoneal liposarcoma" "G/P" "C0348362;C0496953" "Malignant neoplasm of connective and soft tissue, unspecified;Neoplasm of uncertain or unknown behavior of retroperitoneum"
"291" "C0341339" "Colitis due to radiation" "A" "C0156153" "Gastroenteritis and colitis due to radiation"
"292" "C0267442" "Radiation gastroenteritis" "A" "C0156153" "Gastroenteritis and colitis due to radiation"
"293" "C0919627" "Atrophy of vocal cord" "G/P" "C0155852" "Other diseases of vocal cords"
"294" "C3813726" "Diabetes mellitus in mother complicating childbirth" "G/P" "C0032969" "Pregnancy in Diabetics"
"295" "C3161331" "Unspecified intellectual disabilities" "A" "C0025362" "Mental Retardation"
"296" "C2887088" "Sepsis due to Staphylococcus aureus" "G/P" "C0038160;C0348133" "Staphylococcal Infections;Other specified septicemia"
"297" "C3697847" "Preterm spontaneous labor with term delivery" "G/P" "C0080276;C0269815" "Disorder of the genitourinary system;Complication of labor and delivery, unspecified"
"298" "C0268173" "Disorder of carbohydrate transport" "A" "C0149670" "Disorder of carbohydrate metabolism"
"299" "C0042033" "Female urinary-genital tract fistula" "A" "C0042582;C0477780" "Vesicovaginal Fistula;Other female urinary-genital tract fistulae"
"300" "C1698629" "Duodenal infection" "G/P" "C0008354;C0013371;C0021831;C0178238;C0348336" "Cholera;Shigella Infections;Intestinal Diseases;Intestinal infectious disease (disorder);Other and unspecified infectious diseases"
"301" "C0340493" "Paroxysmal familial ventricular fibrillation" "A" "C0155710" "Ventricular fibrillation and flutter"
"302" "C0877338" "Breast discomfort" "G/P" "C0156320" "Other breast disorders"
"303" "C0473118" "Physiological hyperbilirubinemia (disorder)" "G/P" "C0022353" "Neonatal Jaundice"
"304" "C0154587" "Adjustment disorder with anxious mood" "A" "C0001546" "Adjustment Disorders"
"305" "C0346643" "Malignant neoplasm of hepatic duct" "A" "C0153453" "Malignant tumor of extrahepatic bile duct"
"306" "C0274167" "Burn of foot" "A" "C0496050" "Burn of unspecified degree of ankle and foot"
"307" "C0161099" "Burn of trunk" "A" "C1812614" "Burn of trunk, unspecified degree"
"308" "C1141885" "Sclerosing encapsulating peritonitis" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"309" "C0338946" "Psychogenic cough" "A" "C0349249" "Other somatoform disorders"
"310" "C2887093" "Sepsis due to other Gram-negative organisms" "G/P" "C2939130" "Other bacterial diseases"
"311" "C2887089" "Sepsis due to other specified staphylococcus" "G/P" "C2939130" "Other bacterial diseases"
"312" "C2887091" "Sepsis due to Haemophilus influenzae" "A" "C0276029" "Septicaemia due to Haemophilus influenzae (H. influenzae)"
"313" "C2887090" "Sepsis due to unspecified staphylococcus" "G/P" "C2939130" "Other bacterial diseases"
"314" "C2887092" "Sepsis due to anaerobes" "G/P" "C2939130" "Other bacterial diseases"
"315" "C0262541" "Low back strain" "A" "C0080194;C0451851" "Muscle strain;Injury of muscle and tendon of abdomen, lower back and pelvis"
"316" "C0269126" "Second degree uterine prolapse" "A" "C0156351" "Incomplete uterovaginal prolapse"
"317" "C0678185" "Pemphigus neonatorum" "A" "C0038165" "Staphylococcal Scalded Skin Syndrome"
"318" "C2931297" "Yusho Disease" "G/P" "C0162530;C0162566;C0348496" "Porphyria, Erythropoietic;Porphyria Cutanea Tarda;Other porphyria"
"319" "C1264282" "Sprain of anterior cruciate ligament of knee" "A" "C0495948" "Sprain and strain involving (anterior) (posterior) cruciate ligament of knee"
"320" "C0155803" "Other specified disorders of circulatory system" "A" "C0348658;C0348667;C0348668" "Other specified disorders of veins;Other specified disorders of circulatory system in diseases classified elsewhere;Other and unspecified disorders of the circulatory system"
"321" "C0333398" "Chronic abscess" "A" "C0041296" "Tuberculosis"
"322" "C1142077" "Sinusitis fungal" "G/P" "C0026946;C0029582;C0155866;C0348713" "Mycoses;Other respiratory system diseases;Inhalational anthrax;Other specified respiratory disorders"
"323" "C0424024" "Delusional perception" "G/P" "C0011251" "Delusional disorder"
"324" "C0233688" "Thought broadcast" "A" "C0011251" "Delusional disorder"
"325" "C0233687" "Thought insertion" "G/P" "C0011251" "Delusional disorder"
"326" "C0233685" "Passivity of drive" "G/P" "C0011251" "Delusional disorder"
"327" "C0024694" "Mandibular Neoplasms" "G/P" "C0022362;C0027630;C0478660" "Jaw Diseases;Neoplasm of uncertain or unknown behavior of bone and articular cartilage;Localized swelling, mass and lump, head"
"328" "C0347550" "Superficial injury of ankle" "G/P" "C0347549;C0348772" "Superficial injury of lower leg;Unspecified injury of ankle and foot"
"329" "C0347546" "Superficial injury of hip" "G/P" "C0272445;C0496012" "Injury of hip and thigh;Superficial injury of lower limb, level unspecified"
"330" "C2063038" "Acquired deformity of ankle" "G/P" "C0022408;C0158488" "Arthropathy;Other acquired deformities of ankle and foot"
"331" "C0311341" "Pseudoexfoliation of lens capsule" "A" "C0086543;C0339362;C0348542" "Cataract;Other senile cataract;Other specified cataract"
"332" "C0432966" "Open wound of wrist" "A" "C0495900" "Open wound of wrist and hand part, part unspecified"
"333" "C0347545" "Superficial injury of wrist" "G/P" "C0160840;C0263978;C0478385;C0495926" "Superficial injury of shoulder and upper arm;Disorder of soft tissue;Superficial injury of unspecified body region;Unspecified injury of wrist and hand"
"334" "C0347540" "Superficial injury of shoulder" "A" "C0160840" "Superficial injury of shoulder and upper arm"
"335" "C0272429" "Injury of trunk" "A" "C0496003" "Unspecified injury of trunk, level unspecified"
"336" "C0271102" "Subacute anterior uveitis" "A" "C0154908" "Acute and subacute iridocyclitis"
"337" "C0702108" "Coronary cataract" "A" "C2939157" "Incipient senile cataract"
"338" "C1403232" "lumbago; due to displacement of intervertebral disc" "A" "C0477627" "Other specified intervertebral disc displacement"
"339" "C0476258" "Awareness of heart beat" "A" "C0030252" "Palpitations"
"340" "C0038048" "Sprains and Strains" "G/P" "C0263978;C3263723" "Disorder of soft tissue;Traumatic injury"
"341" "C0235632" "Loin pain" "A" "C0004604;C0024031" "Back Pain;Low Back Pain"
"342" "C0158350" "Tendon contracture" "A" "C0263973;C0477648" "Acquired short Achilles tendon;Other contracture of tendon (sheath)"
"343" "C0029481" "Other abnormal blood chemistry" "A" "C0020456;C0348944;C0438258;C0476334;C0478166;C0495721" "Hyperglycemia;Hyperuricemia without signs of inflammatory arthritis and tophaceous disease;Blood chemistry abnormal;Abnormal level of blood mineral;Other specified abnormal findings of blood chemistry;Finding of unspecified substance, not normally found in blood"
"344" "C0582500" "Maternal care for fetal hypoxia" "G/P" "C0080276" "Disorder of the genitourinary system"
"345" "C2826330" "Refractory anemia with ring sideroblasts associated with marked thrombocytosis" "G/P" "C0334679" "Refractory anemia with sideroblasts"
"346" "C1386454" "vulva; adhesion" "A" "C0156399" "Other specified noninflammatory disorders of vulva and perineum"
"347" "C0238127" "coronary arteriovenous fistula" "A" "C0010051" "Coronary Aneurysm"
"348" "C0160981" "Crushing injury of wrist" "A" "C0478317" "Crushing injury of other and unspecified parts of wrist and hand"
"349" "C0347728" "dislocation of the hand" "G/P" "C0478395" "Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified"
"350" "C0558407" "Open wound of hand" "A" "C0495900" "Open wound of wrist and hand part, part unspecified"
"351" "C0434410" "Crushing injury of tendon" "A" "C0478392" "Crushing injury and traumatic amputation of unspecified body region"
"352" "C0564893" "Second degree burn of head" "A" "C0496031" "Burn of second degree of head and neck"
"353" "C1735356" "Hemiretinal vein occlusion" "O" "C0035326;C0494623" "Retinal vascular occlusion;Embolism and thrombosis of unspecified vein"
"354" "C0086240" "Epilepsy, Simple Partial" "G/P" "C0014544;C0494471" "Epilepsy;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"355" "C1527366" "Salaam Seizures" "G/P" "C0014544;C0477370" "Epilepsy;Other generalized epilepsy and epileptic syndromes"
"356" "C0393703" "Myoclonic Absence Epilepsy" "G/P" "C0014544;C0270850" "Epilepsy;Idiopathic generalized epilepsy"
"357" "C0270837" "Epileptic automatism" "G/P" "C0004936;C0014553" "Mental disorders;Absence Epilepsy"
"358" "C0458012" "Tooth crown fracture" "A" "C0040441" "Tooth Fractures"
"359" "C0269077" "Chronic vaginitis" "G/P" "C0269075" "Acute vaginitis"
"360" "C0311368" "Idiopathic eosinophilia" "A" "C0014457" "Eosinophilia"
"361" "C0435885" "Closed fracture distal tibia, extra-articular" "G/P" "C0262488;C0478336;C0478393;C0562509" "Fracture of distal end of tibia;Fractures of other parts of lower leg;Other injuries of unspecified body region;Open wound of lower leg"
"362" "C0271795" "Transient hypothyroidism" "A" "C0020676" "Hypothyroidism"
"363" "C0156414" "Female infertility of pituitary - hypothalamic origin" "A" "C0020635;C0021361" "Hypopituitarism;Female infertility"
"364" "C0019305" "Perineal hernia" "A" "C0348735" "Other specified abdominal hernia without obstruction or gangrene"
"365" "C0341461" "Idiopathic acute pancreatitis" "A" "C0001339" "Acute pancreatitis"
"366" "C3826890" "Branch Duct Pancreatic Intraductal Papillary-Mucinous Neoplasm" "G/P" "C0012242;C0029771;C0346647" "Digestive System Disorders;Other specified diseases of pancreas;Malignant neoplasm of pancreas"
"367" "C0266883" "Irradiated enamel" "A" "C0029770" "Other specified diseases of hard tissues of teeth"
"368" "C1096642" "Allergy to plant" "G/P" "C0020517" "Hypersensitivity"
"369" "C0267919" "Primary cholangitis" "A" "C0008311" "Cholangitis"
"370" "C1306063" "Acute left ventricular failure" "A" "C0023212" "Left-Sided Heart Failure"
"371" "C0346992" "Secondary malignant neoplasm of retroperitoneum" "A" "C0036528" "Secondary malignant neoplasm of retroperitoneum and peritoneum"
"372" "C0274653" "Poisoning by nitrous oxide" "G/P" "C0161572;C0161713" "Poisoning by other and unspecified general anaesthetics;Toxic effect of nitrogen oxide"
"373" "C0266924" "Chronic pericoronitis" "A" "C0266929" "Chronic Periodontitis"
"374" "C0281914" "Musculoskeletal deformity" "G/P" "C0000768;C0263660;C0264132" "Congenital Abnormality;Musculoskeletal and connective tissue disorders;Acquired musculoskeletal deformity"
"375" "C0520804" "Intentional drug overdose" "A" "C0497007" "Poisoning by other and unspecified drugs, medicaments and biological substances"
"376" "C2866123" "Contusion of unspecified foot" "G/P" "C0478348" "Contusion of other and unspecified parts of foot"
"377" "C0423262" "Corneal endotheliolitis" "G/P" "C0022568" "Keratitis"
"378" "C1264517" "Post-traumatic wound infection" "A" "C0868766" "Post-traumatic wound infection, NEC in ICD10AM_2000"
"379" "C0857069" "Chronic candidiasis" "A" "C0006840" "Candidiasis"
"380" "C0403649" "Hypersensitive bladder" "A" "C0029776;C0477752" "Other specified disorders of bladder;Other neuromuscular dysfunction of bladder"
"381" "C1510423" "Malignant neoplasm of colon stage II" "G/C" "C0007102" "Malignant tumor of colon"
"382" "C0042708" "Viral enteritis" "A" "C0348099" "Viral intestinal infection, unspecified"
"383" "C0271805" "Hypothyroidism due to drugs" "G/P" "C0020676" "Hypothyroidism"
"384" "C0743900" "avascular necrosis of femur" "G/P" "C0029445" "Bone necrosis"
"385" "C0347073" "Carcinoma in situ of mouth" "A" "C0154058" "Carcinoma in situ of lip, oral cavity and pharynx"
"386" "C1275742" "Peptic ulcer of stomach" "G/P" "C0038358" "Gastric ulcer"
"387" "C0281940" "Pelvic peritonitis" "A" "C0031154" "Peritonitis"
"388" "C0001577" "Adnexitis" "A" "C0036133;C0242172" "Tubo-ovarian inflammatory disease;Pelvic Inflammatory Disease"
"389" "C1720245" "Against-the-rule astigmatism" "A" "C0004106" "Astigmatism"
"390" "C1267087" "Accessory navicular bone of foot (disorder)" "A" "C0478066" "Other specified congenital musculoskeletal deformities"
"391" "C1282002" "Abdominal pain - cause unknown" "A" "C0478119" "Other and unspecified abdominal pain"
"392" "C3472686" "Sprain of shoulder rotator cuff" "A" "C0392089" "Sprain and strain of shoulder joint"
"393" "C0346260" "Neoplasm of renal pelvis" "G/P" "C0496927" "Neoplasm of uncertain or unknown behavior of kidney"
"394" "C0019919" "Hordeolum externum" "A" "C0019918" "Hordeolum and other deep inflammation of eyelid"
"395" "C0497480" "Genital disease female other" "G/S" "C0000809;C0495119" "Abortion, Habitual;Unspecified condition associated with female genital organs and menstrual cycle"
"396" "C1290700" "Horizontal atrophy of edentulous alveolar ridge" "A" "C0155951" "Atrophy of edentulous alveolar ridge"
"397" "C2237341" "contusion of shoulder" "G/P" "C0160932" "Contusion, shoulder or upper arm"
"398" "C0559036" "Derangement of meniscus" "G/P" "C0007302;C0158053" "Cartilage Diseases;Derangement of knee"
"399" "C0751202" "Cystathionine beta-Synthase Deficiency Disease" "A" "C0268613" "Disorder of sulfur-bearing amino acid metabolism"
"400" "C1856061" "Methylenetetrahydrofolate reductase deficiency" "G/P" "C0005779;C0233407;C0268613;C0349204;C0349709;C0495682" "Blood Coagulation Disorders;Disorientation;Disorder of sulfur-bearing amino acid metabolism;Nonorganic psychosis;Acute schizophrenia-like psychotic disorder;Cramp and spasm"
"401" "C0434865" "Fracture dislocation of shoulder joint" "G/P" "C0016655;C0026771;C0478395;C3263723" "Multiple fractures;Multiple Trauma;Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified;Traumatic injury"
"402" "C0392473" "Thrombosis of abdominal aorta" "G/P" "C0013924;C0155764" "Embolism and thrombosis of unspecified artery;Unspecified disorders of arteries and arterioles"
"403" "C0342321" "Drug induced hypoglycemia" "A" "C0348942" "Drug-induced hypoglycemia without coma"
"404" "C0562062" "Second degree burn of shoulder" "A" "C0496038" "Burn of second degree of shoulder and upper limb, except wrist and hand"
"405" "C0433523" "Third degree burn of shoulder" "G/P" "C0272440;C0496037;C0496039" "Unspecified injury of shoulder and upper arm;Burn of first degree of shoulder and upper limb, except wrist and hand;Burn of third degree of shoulder and upper limb, except wrist and hand"
"406" "C0562090" "Burn of hip" "A" "C0496043" "Burn of unspecified degree of hip and lower limb, except ankle and foot"
"407" "C1335448" "Posterior Cranial Fossa Meningioma" "G/P" "C0154033" "Benign neoplasm of cerebral meninges"
"408" "C1336255" "Stage III Mature T- and NK-Cell Lymphoma" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"409" "C1336464" "Stage I Mature T- and NK-Cell Lymphoma" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"410" "C0454534" "Dysfluency" "A" "C0236826" "Developmental expressive language disorder"
"411" "C1406705" "syndrome; paroxysmal facial pain" "A" "C0040997" "Trigeminal Neuralgia"
"412" "C2874329" "Vascular dementia with behavioral disturbance" "G/P" "C0011269" "Dementia, Vascular"
"413" "C0400929" "Subacute hepatic failure" "G/P" "C0085605" "Liver Failure"
"414" "C1265891" "Focal atrophy" "O" "C0029771" "Other specified diseases of pancreas"
"415" "C0346359" "Squamous cell carcinoma of conjunctiva" "A" "C0153628" "Malignant neoplasm of conjunctiva"
"416" "C1510422" "Malignant neoplasm of colon stage I" "G/C" "C0007102" "Malignant tumor of colon"
"417" "C0234505" "Tactile Agnosia" "A" "C0001816" "Agnosia"
"418" "C0079583" "Ichthyosiform Erythroderma, Congenital" "A" "C0020758;C0079153" "Congenital ichthyosis;Hyperkeratosis, Epidermolytic"
"419" "C2585363" "Thrombophilia due to acquired antithrombin III deficiency" "G/P" "C0005779" "Blood Coagulation Disorders"
"420" "C1264273" "Dislocation of pelvis" "A" "C0478255" "Dislocation of other and unspecified parts of lumbar spine and pelvis"
"421" "C0027149" "Myxoma" "A" "C0154125;C0496876" "Neoplasm of uncertain behavior of soft tissues;Other benign neoplasm of connective and other soft tissue, unspecified"
"422" "C0432367" "Fetal aminopterin syndrome" "A" "C0478092" "Other congenital malformation syndromes due to known exogenous causes"
"423" "C0262942" "myofibrositis" "A" "C0035435;C0231528" "Rheumatism;Myalgia"
"424" "C0567540" "Poisoning by nonopioid analgesic" "G/P" "C0409910" "Gout secondary to drug"
"425" "C0030455" "Parametritis" "A" "C0242172" "Pelvic Inflammatory Disease"
"426" "C0004769" "Bartholinitis" "G/P" "C0269085;C0477771;C0477772;C0477775;C0477776;C0566951" "Acute vulvitis;Other diseases of Bartholin's gland;Other specified inflammation of vagina and vulva;Vulvovaginal ulceration and inflammation in other diseases classified elsewhere;Disorder of Bartholin's gland;Vaginal ulcer"
"427" "C0014541" "Epiglottitis" "G/P" "C0001327" "Acute laryngitis"
"428" "C0269151" "Noninflammatory disorder of ovary" "A" "C0156367" "Noninflammatory disorders of the ovary, fallopian tube and broad ligament"
"429" "C0432742" "Superficial bruising" "G/P" "C0478393" "Other injuries of unspecified body region"
"430" "C1290146" "Disorder of thoracic spine" "A" "C3241938" "Dorsopathy"
"431" "C0815316" "Megaloblastic anemia due to vitamin B>12< deficiency" "G/P" "C0271903;C0869045" "Nutritional anemia;Other megaloblastic anemias, not elsewhere classified in ICD10CM"
"432" "C0855263" "Delusional disorder, somatic type" "G/P" "C0011251" "Delusional disorder"
"433" "C1456418" "agenesis; muscle" "A" "C0151491;C0478080" "Congenital musculoskeletal anomalies;Other congenital malformations of musculoskeletal system"
"434" "C0271298" "Chemosis of conjunctiva" "A" "C0348520" "Other conjunctival vascular disorders and cysts"
"435" "C0042370" "Vascular abnormality of conjunctiva" "A" "C0348520" "Other conjunctival vascular disorders and cysts"
"436" "C0155339" "Brown Tendon Sheath Syndrome" "A" "C0038379;C0152223" "Strabismus;Mechanical Strabismus"
"437" "C0152208" "Hypotropia" "A" "C0038379;C0155334;C0271364" "Strabismus;Other and unspecified heterotropia;Manifest vertical squint"
"438" "C0038020" "Spondylosis Deformans" "G/P" "C0038019" "Spondylosis"
"439" "C1837263" "Contractures of knees" "G/P" "C0009918" "Contracture of joint"
"440" "C0155883" "Chronic obstructive asthma (with obstructive pulmonary disease)" "A" "C0004096" "Asthma"
"441" "C0241558" "Hemorrhage of urethra" "A" "C0348769" "Other specified disorders of urethra"
"442" "C1290872" "Disorder of wrist region" "O" "C0022408;C0022408" "Arthropathy;Arthropathy"
"443" "C0332792" "Dislocation, multiple" "G/P" "C0019554;C0037005;C0159914;C0159941;C0159956;C0159970;C0272806;C0434609;C0434691;C0434717;C0478388;C0478393;C0495903;C1135812;C2720437" "Hip Dislocation;Shoulder Dislocation;Temporomandibular joint dislocation;Dislocation of wrist;Dislocation of finger;Knee Dislocation;Dislocation of cervical vertebra;Dislocation of radial head;Dislocation of ankle;Dislocation of toe joint;Dislocation, sprain and strain of unspecified body region;Other injuries of unspecified body region;Multiple dislocations of fingers;Patellar Dislocation;Dislocation of elbow joint"
"444" "C0154944" "Residual stage of open angle glaucoma" "A" "C0017601" "Glaucoma"
"445" "C0678213" "Complete hydatidiform mole" "A" "C0020217" "Hydatidiform Mole"
"446" "C0021414" "Influenza with respiratory manifestation other than pneumonia" "A" "C0348673;C0348675" "Influenza with other respiratory manifestations, influenza virus identified;Influenza with other respiratory manifestations, virus not identified"
"447" "C0155671" "Acute pulmonary heart disease" "G/P" "C0034072;C0178272" "Cor pulmonale;Disorder of pulmonary circulation"
"448" "C0521540" "Brain stem hemorrhage" "G/P" "C0006111;C2937358" "Brain Diseases;Cerebral Hemorrhage"
