"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"645" "C0339288" "Pellucid marginal corneal degeneration" "G/P" "C0010034;C0155133" "Corneal Diseases;Other corneal deformities"
"646" "C0752155" "Central Nervous System Vascular Malformations" "A" "C0497552" "Congenital neurologic anomalies"
"647" "C0029897" "Otorhinolaryngologic Neoplasms" "G/P" "C0027651;C0694450" "Neoplasms;Neoplasm of uncertain or unknown behavior, unspecified"
"648" "C1837249" "Malformations of Cortical Development, Group II" "G/P" "C0006111;C0478657;C0497552" "Brain Diseases;Other disorders of psychological development;Congenital neurologic anomalies"
"649" "C0339539" "Familial Exudative Vitreoretinopathy" "A" "C0035309" "Retinal Diseases"
"650" "C0339229" "Superior limbic keratoconjunctivitis" "G/P" "C0022573" "Keratoconjunctivitis"
"651" "C0043049" "Water Intoxication" "G/P" "C0007222;C0274869;C0348457;C0494356;C0496113;C0869048" "Cardiovascular Diseases;Toxic effect of heavy metal;Other disorders of pituitary gland;Hypo-osmolality and hyponatremia;Toxic effect of unspecified substance;Other disorders of electrolyte and fluid balance, not elsewhere classified"
"652" "C2881377" "Refractive amblyopia, bilateral" "G/P" "C0152187" "Amblyopia ex anopsia"
"653" "C0024693" "Mandibular Injuries" "A" "C0018674" "Craniocerebral Trauma"
"654" "C0702169" "Acrania" "A" "C0002902;C0497552" "Anencephaly;Congenital neurologic anomalies"
"655" "C0276868" "Trypanosomiasis with encephalitis" "G/P" "C0014058;C0041228" "Encephalitis, myelitis and encephalomyelitis;African Trypanosomiasis"
"656" "C1827396" "Refractory infantile spasms" "A" "C0477370" "Other generalized epilepsy and epileptic syndromes"
"657" "C0751419" "Sensory Neglect" "G/P" "C0349091;C0556006" "Unspecified mental disorder due to brain damage and dysfunction and to physical disease;Mental, behavioral disorders"
"658" "C0729532" "Viral lower respiratory infection" "G/P" "C0238990;C0264222" "Acute lower respiratory tract infection;Acute upper respiratory infection"
"659" "C0268639" "Carnitine palmitoyltransferase deficiency" "G/P" "C0268634" "Disorder of fatty acid metabolism"
"660" "C0235531" "Neonatal circulatory failure" "A" "C0455993" "Neonatal cardiac failure"
"661" "C0549609" "Dysfunction adrenal" "A" "C0001621" "Adrenal Gland Diseases"
"662" "C2931746" "Sulfocysteinuria" "G/P" "C0268613" "Disorder of sulfur-bearing amino acid metabolism"
"663" "C1861537" "OROFACIAL CLEFT 1" "A" "C0008924;C0008925" "Cleft Lip;Cleft Palate"
"664" "C0349623" "Primary melanocytic lesion of meninges" "G/P" "C0348375" "Malignant neoplasm of meninges"
"665" "C0597039" "Infectious disease of nervous system" "G/P" "C0027765;C0348336" "nervous system disorder;Other and unspecified infectious diseases"
"666" "C0856150" "Spinal haematoma" "G/P" "C0027765;C0348668" "nervous system disorder;Other and unspecified disorders of the circulatory system"
"667" "C0022579" "Keratoderma" "G/P" "C0178298;C0221271" "Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa"
"668" "C1709568" "Pleomorphic Hepatocellular Carcinoma" "G/P" "C2239176" "Liver carcinoma"
"669" "C0332768" "Subluxation of joint" "A" "C0478388;C0478393" "Dislocation, sprain and strain of unspecified body region;Other injuries of unspecified body region"
"670" "C0342950" "Trace element excess" "A" "C0348481" "Other specified hyperalimentation"
"671" "C2721760" "Traumatic lumbar puncture" "G/S" "C0478147" "General symptoms and signs (R50-R69)"
"672" "C0855108" "Burkitt's lymphoma stage III" "G/P" "C0006413" "Burkitt Lymphoma"
"673" "C0855109" "Burkitt's lymphoma stage IV" "G/P" "C0006413" "Burkitt Lymphoma"
"674" "C1710498" "Type 3 Diffuse Large B-Cell Lymphoma" "G/P" "C0079744" "Diffuse Large B-Cell Lymphoma"
"675" "C1262760" "Hepatitis, Drug-Induced" "G/P" "C0019158;C0494782" "Hepatitis;Toxic liver disease with hepatitis, not elsewhere classified"
"676" "C0267374" "Idiopathic chronic inflammatory bowel disease" "G/P" "C0021831;C0494762" "Intestinal Diseases;Noninfective gastroenteritis and colitis, unspecified"
"677" "C0740703" "ABUSE NEGLECT" "O" "C0452129" "Neglect or abandonment"
"678" "C0854176" "Malignant hepatobiliary neoplasms" "G/P" "C0348342" "Malignant neoplasm ill-defined sites within digestive wall system"
"679" "C0242917" "Filoviridae Infections" "G/P" "C0042769" "Virus Diseases"
"680" "C0086691" "Neoplasm Metastasis, Unknown Primary" "O" "C0006826;C0006826" "Malignant Neoplasms;Malignant Neoplasms"
"681" "C0872315" "Communicable Diseases, Emerging" "G/P" "C0348336" "Other and unspecified infectious diseases"
"682" "C1710055" "Serious Injury" "G/P" "C3263723" "Traumatic injury"
"683" "C1301365" "Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease" "A" "C0154127" "Neoplasm of uncertain behavior of histiocytic and mast cells"
"684" "C0341967" "Retained placental fragment" "A" "C0157408;C0473508" "Retained portions of placenta AND/OR membranes without hemorrhage;Delayed Postpartum Hemorrhage"
"685" "C0598906" "multiorgan injury" "O" "C0005779;C0035078;C0036974;C0085605;C0265780;C0348712" "Blood Coagulation Disorders;Kidney Failure;Shock;Liver Failure;Congenital absence of lung;Other disorders of lung"
"686" "C0751112" "Subclinical Seizure" "G/P" "C0014544;C0494471" "Epilepsy;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"687" "C0278832" "stage II testicular cancer" "G/P" "C0153594" "Malignant neoplasm of testis"
"688" "C0015371" "Extrapyramidal Disorders" "A" "C0477355" "Extrapyramidal and movement disorders"
"689" "C1997720" "Disorder related to cardiac transplantation" "G/C" "C0018799" "Heart Diseases"
"690" "C0855052" "Extraskeletal osteosarcoma" "A" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"691" "C0332694" "Acid chemical burn" "G/P" "C0478415" "Corrosion of unspecified body region, unspecified degree"
"692" "C0240363" "Burn of mouth" "A" "C0161321" "Burn of mouth and pharynx"
"693" "C1579838" "Sore mouth" "A" "C0348725" "Other and unspecified lesions of oral mucosa"
"694" "C3642304" "Placental Malformation" "G/P" "C0032045" "Placenta Disorders"
"695" "C0262929" "Myxoma of the Endocardium" "G/P" "C0153957;C0154125;C0496876" "benign neoplasm of heart;Neoplasm of uncertain behavior of soft tissues;Other benign neoplasm of connective and other soft tissue, unspecified"
"696" "C0002950" "Aneurysm, Infected" "A" "C0002940" "Aneurysm"
"697" "C0858599" "Taste sour" "A" "C0013378" "Dysgeusia"
"698" "C3161102" "Idiopathic non-specific interstitial pneumonitis" "G/P" "C0348703;C0348704" "Other interstitial pulmonary diseases with fibrosis;Other specified interstitial pulmonary diseases"
"699" "C0235013" "Hypervigilance" "G/P" "C0004936;C0027765" "Mental disorders;nervous system disorder"
"700" "C0272320" "Hereditary factor VII deficiency disease" "A" "C0494242" "Hereditary deficiency of other clotting factors"
"701" "C0015503" "Factor VII Deficiency" "G/P" "C0000768;C0019087" "Congenital Abnormality;Hemorrhagic Disorders"
"702" "C0021847" "Intestinal Pseudo-Obstruction" "A" "C0494776" "Other specified functional intestinal disorders"
"703" "C0854752" "Stage IV Gastric Cancer with Metastasis" "G/P" "C0027651" "Neoplasms"
"704" "C0037917" "Spina Bifida Cystica" "G/P" "C0037928;C0080178" "Spinal Cord Diseases;Spina Bifida"
"705" "C0920703" "gastrointestinal sign" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"706" "C0542142" "Laryngeal Nerve Palsy, Recurrent" "A" "C0152179;C1145628" "Vagus Nerve Diseases;Autonomic nervous system disorders"
"707" "C0037921" "Spinal ataxia" "G/P" "C0004134;C0524851" "Ataxia;Neurodegenerative Disorders"
"708" "C1720983" "Channelopathies" "G/C" "C0152025;C0477401" "Polyneuropathy;Other disorders of peripheral nervous system"
"709" "C0347920" "Stress-related problem" "A" "C0001546" "Adjustment Disorders"
"710" "C0003723" "Arbovirus Infections" "A" "C0042769;C0348179" "Virus Diseases;Unspecified arthropod-borne viral fever"
"711" "C0342748" "Glycogen synthase deficiency" "A" "C0017919" "Glycogen Storage Disease"
"712" "C1510885" "Angiogenic Switch" "O" "C0348668" "Other and unspecified disorders of the circulatory system"
"713" "C0235834" "Upper motor neurone lesion" "A" "C0027765" "nervous system disorder"
"714" "C0343387" "Enterocolitis, Neutropenic" "G/P" "C0494762" "Noninfective gastroenteritis and colitis, unspecified"
"715" "C1387481" "pregnancy complicated by anemia" "G/C" "C0495313" "Anemia complicating pregnancy, childbirth and the puerperium"
"716" "C1299630" "Partially edentulous maxilla" "A" "C0399352" "Developmental absence of tooth"
"717" "C0002625" "Amnestic Disorder" "G/P" "C0233407;C0349091;C0349204;C0349709" "Disorientation;Unspecified mental disorder due to brain damage and dysfunction and to physical disease;Nonorganic psychosis;Acute schizophrenia-like psychotic disorder"
"718" "C0043324" "Juvenile Xanthogranuloma" "A" "C0023794;C0477320" "Lipoidosis;Other histiocytosis syndromes"
"719" "C0035290" "Reticulohistiocytic granuloma" "A" "C0477320" "Other histiocytosis syndromes"
"720" "C1275242" "Cellular histiocytoma of skin" "G/P" "C0496885" "Other benign neoplasm of skin, unspecified"
"721" "C0043322" "Xanthoma Disseminatum" "A" "C2047520" "Mixed hyperlipidemia (disorder)"
"722" "C0019625" "Sinus histiocytosis" "G/P" "C0477320;C0494214;C0497156" "Other histiocytosis syndromes;Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified;Lymphadenopathy"
"723" "C1997581" "Low grade glioma of brain" "G/P" "C0153633" "Malignant neoplasm of brain"
"724" "C1710632" "Vessel perforation" "G/P" "C0178324" "Vascular System Injuries"
"725" "C0037275" "Skin Diseases, Vesiculobullous" "G/P" "C0178298;C0221271" "Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa"
"726" "C0268063" "Bantu siderosis" "A" "C0012715" "Iron Metabolism Disorders"
"727" "C0741916" "Cardiac defects" "O" "C0347915" "Congenital malformation syndromes associated with short stature"
"728" "C1817976" "hypersensitivity response" "O" "C0020517" "Hypersensitivity"
"729" "C1691020" "Disorder of eosinophil" "G/P" "C0023510" "Leukocyte Disorders"
"730" "C0403443" "Renal Failure, Progressive, with Hypertension" "A" "C0869083" "Other specified congenital malformation syndromes, not elsewhere classified in ICD10CM"
"731" "C0013142" "Drowning" "A" "C0013143" "Drowning and non-fatal immersion"
"732" "C0553694" "Oropharyngeal disorders" "G/P" "C0012242;C0079951;C0152945" "Digestive System Disorders;Other diseases of pharynx;Gastrointestinal anthrax"
"733" "C0947898" "Sodium imbalance" "G/C" "C0006111;C0694452" "Brain Diseases;Endocrine / nutritional / metabolic disorder"
"734" "C0403718" "Steinstrasse" "A" "C0477798;C1456865" "Other postprocedural disorders of genitourinary system;Ureteral Calculi"
"735" "C1321909" "Latent virus infection phase" "G/P" "C0027765;C0042769" "nervous system disorder;Virus Diseases"
"736" "C1264604" "Post-streptococcal disorder" "G/C" "C0003869;C0409580" "Arthritis, Infectious;Reactive arthropathy"
"737" "C2717757" "Susac Syndrome" "A" "C0494615" "Cerebral arteritis, not elsewhere classified"
"738" "C0017097" "Gardner Syndrome" "A" "C0004991" "Benign neoplasm of colon"
"739" "C0085541" "Epilepsy, Frontal Lobe" "G/P" "C0014544;C0494471" "Epilepsy;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"740" "C1283804" "Open fracture of hip" "G/P" "C0015802;C0022408;C0347568" "Femoral Fractures;Arthropathy;Open wound of hip region"
"741" "C1377678" "CNS tumor, adult" "G/P" "C0348374" "Malignant neoplasm of central nervous system"
"742" "C0342942" "Generalized obesity" "A" "C0028754" "Obesity"
"743" "C1142272" "Neutrophilic dermatosis" "G/P" "C0023510;C0178298" "Leukocyte Disorders;Skin and subcutaneous tissue disorders"
"744" "C0029788" "Other specified disorders of skin" "A" "C0239495;C0268397;C0423781;C0477526;C0477528;C0477529;C0478124;C0494892" "Granuloma faciale;Amyloidosis, Primary Cutaneous;Gottron's papules;Other specified localized connective tissue disorders;Other infiltrative disorders of skin and subcutaneous tissue;Other specified disorders of skin and subcutaneous tissue;Other and unspecified skin changes;Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere"
"745" "C0406464" "Erosive pustular dermatosis of the scalp" "A" "C0029813" "Other specified local infections of skin and subcutaneous tissue"
"746" "C0877055" "Acute Generalized Exanthematous Pustulosis" "A" "C0029794" "Other specified erythematous conditions"
"747" "C0022594" "Keratosis Blennorrhagica" "A" "C1275587" "Acquired keratoderma palmaris et plantaris"
"748" "C1274167" "IgA pemphigus" "A" "C0030807" "Pemphigus"
"749" "C0406787" "Acropustulosis of infancy" "A" "C0030246" "Pustulosis of Palms and Soles"
"750" "C0406782" "Transient neonatal pustulosis" "G/P" "C0178298;C0270075" "Skin and subcutaneous tissue disorders;Perinatal disorder"
"751" "C0162504" "Neutrophilic Eccrine Hidradenitis" "A" "C0038986" "Sweat Gland Diseases"
"752" "C1304219" "Rheumatoid neutrophilic dermatitis" "G/P" "C0011603" "Dermatitis"
"753" "C1304205" "Neutrophilic urticaria" "A" "C0477491" "Other urticaria"
"754" "C0406650" "Linear IgA Bullous Dermatosis" "G/P" "C0178298;C0221271;C0477583" "Skin and subcutaneous tissue disorders;Elastosis perforans serpiginosa;Systemic involvement of connective tissue, unspecified"
"755" "C0409977" "Bullous systemic lupus erythematosus" "A" "C0024141;C0477587" "Lupus Erythematosus, Systemic;Other forms of systemic lupus erythematosus"
"756" "C1304415" "Pustular vasculitis" "G/P" "C0477597" "Necrotising vasculopathy"
"757" "C2825843" "ALK gene mutation" "O" "C0008311;C0149955;C0156273;C0265740;C0265780;C0266011;C0432378;C1609433" "Cholangitis;Annular pancreas;Bladder Diverticulum;Arrhinia;Congenital absence of lung;Accessory nipple;Congenital malformations of other endocrine glands;Congenital absence of kidneys syndrome"
"758" "C0401139" "Symptomatic disorders of the gastrointestinal tract" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"759" "C0597457" "Skeletal injury" "G/P" "C0263660;C3263723" "Musculoskeletal and connective tissue disorders;Traumatic injury"
"760" "C1996993" "Disorder of joint of foot" "G/P" "C0022408;C0158360" "Arthropathy;Ledderhose disease"
"761" "C0410649" "Lumbar spine instability" "G/P" "C0410648" "Spinal instability"
"762" "C0563309" "IgG monoclonal gammopathy of uncertain significance" "A" "C1136085" "Monoclonal Gammapathies"
"763" "C0549396" "Breast necrosis" "G/P" "C0006145" "Breast Diseases"
"764" "C0266215" "Anorectal atresia" "O" "C0000768;C0000768;C0156183;C0478095;C1609433" "Congenital Abnormality;Congenital Abnormality;Anorectal stricture;Other specified congenital malformations;Congenital absence of kidneys syndrome"
"765" "C1290613" "Disorder of upper gastrointestinal tract" "G/P" "C0012242;C0152945" "Digestive System Disorders;Gastrointestinal anthrax"
"766" "C0271719" "Glucagon resistance" "G/P" "C0149670;C1263961" "Disorder of carbohydrate metabolism;Disorder of pancreatic internal secretion"
"767" "C1708604" "Keratocystic Odontogenic Tumor" "G/P" "C0027630" "Neoplasm of uncertain or unknown behavior of bone and articular cartilage"
"768" "C2349596" "fetal thrombocytopenia" "G/P" "C0040034" "Thrombocytopenia"
"769" "C0242567" "Opsoclonus" "G/P" "C0339666" "Nystagmus and other irregular eye movements"
"770" "C2986702" "Stage IV Borderline Ovarian Surface Epithelial-Stromal Tumor" "G/P" "C0153684;C1140680" "Secondary malignant neoplasm of other specified sites;Malignant neoplasm of ovary"
"771" "C3161179" "secondary hemophilia" "G/P" "C0019069" "Hemophilia A"
"772" "C0011405" "Dental Pulp Diseases" "G/P" "C0155933;C0348725;C0494951" "Pulp and periapical tissue disease;Other and unspecified lesions of oral mucosa;Other specified systemic involvement of connective tissue"
"773" "C0436020" "Compartment syndrome of lower limb" "A" "C0496123" "Traumatic ischemia of muscle"
"774" "C1998181" "Arthritis of acromioclavicular joint" "G/P" "C0003864" "Arthritis"
"775" "C0232574" "Abnormal gastric motility" "A" "C0494741" "Disease of stomach and duodenum, unspecified"
"776" "C0268816" "Hyponatremia with excess extracellular fluid volume" "A" "C0494356" "Hypo-osmolality and hyponatremia"
"777" "C1328348" "Mitochondrial hepatopathy" "G/P" "C0023895" "Liver diseases"
"778" "C0949857" "Mitochondrial Respiratory Chain Deficiencies" "G/P" "C0025517" "Metabolic Diseases"
"779" "C0271292" "Corneal hypoesthesia" "G/P" "C0015397" "Disorder of eye"
"780" "C2216701" "malignant neoplasm of breast stage IV" "G/P" "C0006142" "Malignant neoplasm of breast"
"781" "C1265817" "Complete fistula" "G/P" "C0477529" "Other specified disorders of skin and subcutaneous tissue"
"782" "C0413273" "Cerebral decompression injury" "G/P" "C0006111;C0085628;C0274829;C0476606" "Brain Diseases;Stupor;Toxic effect of chiefly nonmedicinal substance;Problem related to physical environment, unspecified"
"783" "C0234259" "Sensitive to smells" "A" "C0478137;C1510410" "Other and unspecified disturbances of smell and taste;Sense of smell altered"
"784" "C1997158" "Acute renal failure due to obstruction" "A" "C0022660" "Kidney Failure, Acute"
"785" "C0521169" "Fractures, Compression" "A" "C0478393" "Other injuries of unspecified body region"
"786" "C0282376" "Assaultive Behavior" "G/P" "C0003431" "Antisocial Personality Disorder"
"787" "C1444099" "Infection due to ESBL bacteria" "A" "C2939130" "Other bacterial diseases"
"788" "C0271851" "Hypercalcemia due to sarcoidosis" "G/P" "C0006705;C0154260;C0478166" "Calcium Metabolism Disorders;Disorder of mineral metabolism;Other specified abnormal findings of blood chemistry"
"789" "C2887990" "Acute cholecystitis with chronic cholecystitis" "G/P" "C0008325" "Cholecystitis"
"790" "C0392331" "Arachnophobia" "G/P" "C0236801" "Phobia, Specific"
"791" "C1960675" "Long-chain fatty acid transport deficiency" "G/P" "C0268634" "Disorder of fatty acid metabolism"
"792" "C0569465" "General anesthetic drug adverse reaction" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"793" "C0472817" "WHIM syndrome" "A" "C0021051" "Immunologic Deficiency Syndromes"
"794" "C0454533" "Disorder of fluency" "A" "C0236826" "Developmental expressive language disorder"
"795" "C0341946" "Severe pre-eclampsia with postnatal complication" "G/P" "C0341950" "Severe pre-eclampsia"
"796" "C2830469" "Severe sepsis without septic shock" "G/P" "C0036690;C0036974" "Septicemia;Shock"
"797" "C1336861" "undifferentiated carcinoma of pancreas" "G/P" "C0346647" "Malignant neoplasm of pancreas"
"798" "C0855061" "Liposarcoma recurrent" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"799" "C0521172" "Eschar" "G/P" "C0178298" "Skin and subcutaneous tissue disorders"
"800" "C0233643" "Incoherent thinking" "O" "C0004936;C0027765;C0478136" "Mental disorders;nervous system disorder;Other and unspecified symptoms and signs involving cognitive functions and awareness"
"801" "C0346180" "Malignant Ovarian Germ Cell Neoplasm" "A" "C1140680" "Malignant neoplasm of ovary"
"802" "C1845292" "FANCONI ANEMIA, COMPLEMENTATION GROUP B" "G/P" "C0702159" "Constitutional aplastic anemia"
"803" "C1963674" "Spinocerebellar Ataxia 10" "G/P" "C0393519" "Cerebellar Ataxia, Early Onset"
"804" "C0281963" "Red cell aplasia" "G/P" "C0002874" "Aplastic Anemia"
"805" "C0428796" "Senile sclerosis of aortic cusp" "G/P" "C0155733" "Atherosclerosis of aorta"
"806" "C0022079" "Iris Neoplasms" "G/P" "C0154907;C0496836" "Disorder of iris and ciliary body;Malignant tumor of eye"
"807" "C2675518" "Adiponectin Deficiency" "O" "C0025517" "Metabolic Diseases"
"808" "C1449646" "Primary Peritonitis" "G/P" "C0031154" "Peritonitis"
"809" "C2936861" "Cortisol 11-beta-ketoreductase deficiency" "A" "C0271728" "Secondary hyperaldosteronism"
"810" "C1864445" "Histiocytosis with joint contractures and sensorineural deafness" "A" "C0009917;C0018784" "Contracture;Sensorineural Hearing Loss (disorder)"
"811" "C0241397" "Triphalangeal thumb" "A" "C0018566;C0158733" "Congenital Hand Deformities;Hand polydactyly"
"812" "C0474334" "Nerve fiber bundle defect" "A" "C0035309;C0339438" "Retinal Diseases;Other retinal disorders"
"813" "C2062864" "dissection of descending aorta" "G/P" "C0340643" "Dissection of aorta"
"814" "C0865166" "diabetic hypoglycemia" "G/P" "C0020615" "Hypoglycemia"
"815" "C1443953" "Acute viral disease" "A" "C0042769" "Virus Diseases"
"816" "C0342774" "Disorder of mitochondrial respiratory chain complexes" "G/P" "C0025517" "Metabolic Diseases"
"817" "C0872218" "MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME" "G/P" "C0494776;C0869052" "Other specified functional intestinal disorders;Mitochondrial myopathy, not elsewhere classified in ICD10CM"
"818" "C0410203" "X-linked centronuclear myopathy" "A" "C0270960" "Congenital myopathy (disorder)"
"819" "C1719517" "Poor aesthetics of existing restoration" "G/P" "C0494707" "Other disorders of teeth and supporting structures"
"820" "C2893921" "post-traumatic osteoarthritis of hip" "G/P" "C0029410;C0152086" "Osteoarthritis of hip;Traumatic arthropathy"
"821" "C0009701" "Congenital dislocation" "G/P" "C0000768;C0019554;C0037005;C0159914;C0159941;C0159956;C0159970;C0272806;C0434609;C0434691;C0434717;C0478388;C0478393;C0495903;C1135812;C2720437" "Congenital Abnormality;Hip Dislocation;Shoulder Dislocation;Temporomandibular joint dislocation;Dislocation of wrist;Dislocation of finger;Knee Dislocation;Dislocation of cervical vertebra;Dislocation of radial head;Dislocation of ankle;Dislocation of toe joint;Dislocation, sprain and strain of unspecified body region;Other injuries of unspecified body region;Multiple dislocations of fingers;Patellar Dislocation;Dislocation of elbow joint"
"822" "C0342967" "Disorder of oxygen transport" "G/P" "C0025517" "Metabolic Diseases"
"823" "C0234376" "Action Tremor" "A" "C0477361" "Other specified forms of tremor"
"824" "C0267778" "Adhesion of intestine" "G/P" "C0021831" "Intestinal Diseases"
"825" "C0346169" "Ovarian Cystadenoma" "A" "C0029513" "Other and unspecified ovarian cysts"
"826" "C1332979" "Childhood Lymphoma" "G/P" "C0024305;C0027651" "Lymphoma, Non-Hodgkin;Neoplasms"
"827" "C2932678" "Inherited Peripheral Neuropathy" "G/P" "C0152025;C0477401" "Polyneuropathy;Other disorders of peripheral nervous system"
"828" "C3178777" "Bisphosphonate-Associated Osteonecrosis of the Jaw" "G/P" "C0022362;C0451878" "Jaw Diseases;Osteonecrosis due to drugs"
"829" "C0029163" "Oral Hemorrhage" "G/P" "C0017181;C0348725" "Gastrointestinal Hemorrhage;Other and unspecified lesions of oral mucosa"
"830" "C2349994" "Tinea barbae" "A" "C0494103" "Tinea barbae and tinea capitis"
"831" "C0086649" "MPS III C" "A" "C0026703" "Mucopolysaccharidoses"
"832" "C0086650" "MPS III D" "G/P" "C0026703" "Mucopolysaccharidoses"
"833" "C1879362" "Hypertyrosinemia" "A" "C0268482;C0348483" "DIsturbance of tyrosine metabolism;Other disorders of aromatic amino-acid metabolism"
"834" "C0434473" "Sprain of sacroiliac ligament" "A" "C0392087;C0495845" "Sprain and strain of sacroiliac joint;Sprain and strain of other and unspecified parts of lumbar spine and pelvis"
"835" "C3658248" "Hypertriglyceridemic Waist" "G/P" "C0020480" "Hyperlipoproteinemia Type IV"
"836" "C0347656" "Injury of penis" "A" "C0478267" "Unspecified injury of abdomen, lower back and pelvis"
"837" "C2931689" "Dystrophia myotonica 2" "G/P" "C0553604" "Myotonic Disorders"
"838" "C0178419" "muscle cramps in the calf" "A" "C0495682" "Cramp and spasm"
"839" "C0342445" "Pseudo-Cushing's syndrome" "G/P" "C0010481;C0221406;C0348461" "Cushing Syndrome;Pituitary-dependent Cushing's disease;Other adrenocortical overactivity"
"840" "C1404153" "Valve anomalies" "O" "C0478147" "General symptoms and signs (R50-R69)"
"841" "C0242597" "Leukocyte-Adhesion Deficiency Syndrome" "G/P" "C0021051" "Immunologic Deficiency Syndromes"
"842" "C1969623" "NEUROFIBROMATOSIS, TYPE 1-LIKE SYNDROME" "A" "C0221263" "Cafe-au-Lait Spots"
"843" "C0995195" "Anoxia of brain" "G/P" "C0004044;C0007820;C0348668" "Asphyxia;Cerebrovascular Disorders;Other and unspecified disorders of the circulatory system"
"844" "C0342488" "Mineralocorticoid Excess Syndrome, Apparent" "G/P" "C0001621;C0025517" "Adrenal Gland Diseases;Metabolic Diseases"
"845" "C0338397" "Pseudomonas meningitis" "G/P" "C0085437;C2939130" "Meningitis, Bacterial;Other bacterial diseases"
"846" "C1136249" "Mental Retardation, X-Linked" "G/P" "C0025362;C0221018;C0524851" "Mental Retardation;Hereditary sideroblastic anemia;Neurodegenerative Disorders"
"847" "C1332937" "Childhood Acute Erythroid Leukemia" "G/P" "C0001317;C0023418" "Acute erythremia and erythroleukemia;leukemia"
"848" "C0006123" "Branch Retinal Artery Occlusion" "A" "C0339438;C0348551" "Other retinal disorders;Other retinal artery occlusions"
"849" "C3697469" "Traumatic rupture of rotator cuff" "A" "C0495868" "Injury of tendon of the rotator cuff of shoulder"
"850" "C1334051" "Human Papillomavirus-Related Cervical Carcinoma" "G/P" "C0007847;C0042769" "Malignant tumor of cervix;Virus Diseases"
"851" "C0265352" "Malformation association" "G/P" "C0000768" "Congenital Abnormality"
"852" "C0810031" "alcohol-related liver disease" "G/P" "C0023895" "Liver diseases"
"853" "C0280305" "Upper Gingival Squamous Cell Carcinoma" "G/P" "C0153365;C0153381" "Malignant tumor of upper gingiva;Malignant neoplasm of mouth"
"854" "C0569468" "Inhalational anesthetics adverse reaction" "G/P" "C0478506" "Unspecified adverse effect of drug or medicament"
"855" "C0856904" "Allergy to fish" "A" "C0478640" "Personal history of allergy, other than to drugs and biological substances"
"856" "C0742544" "Exacerbation of ulcerative colitis" "A" "C0009324" "Ulcerative Colitis"
"857" "C0561818" "Rupture of vagina" "A" "C0495841" "Open wound of vagina and vulva"
"858" "C1955798" "pre-osseointegration failure of dental implant" "G/P" "C0494711;C0496155;C0869099" "Other diseases of jaws;Unspecified complication of internal prosthetic device, implant and graft;Other complications of internal prosthetic devices, implants and grafts, NEC in ICD10"
"859" "C0349780" "Ischemic myocardial dysfunction" "G/P" "C0155717" "Other ill-defined heart diseases"
"860" "C0346203" "Cervical Adenocarcinoma In Situ" "A" "C0851140" "Carcinoma in situ of uterine cervix"
"861" "C0424818" "Gland symptom" "A" "C0494631" "Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"
"862" "C0085650" "Purpura Fulminans" "A" "C0012739" "Disseminated Intravascular Coagulation"
"863" "C1336137" "Stage IB Lung Adenocarcinoma" "G/P" "C0348343" "Malignant neoplasm of bronchus or lung, unspecified"
"864" "C0393728" "Decision-making epilepsy" "G/P" "C0014544" "Epilepsy"
"865" "C0022134" "Islet Cell Adenoma" "G/P" "C0027765;C0086692;C0346647;C1263961" "nervous system disorder;Benign Neoplasm;Malignant neoplasm of pancreas;Disorder of pancreatic internal secretion"
"866" "C0282527" "Infantile Refsum Disease (disorder)" "A" "C0034960" "Refsum Disease"
"867" "C0752166" "Bardet-Biedl Syndrome" "G/P" "C0000768;C0006111;C0010314;C0013080;C0014130;C0015397;C0024796;C0025362;C1956097" "Congenital Abnormality;Brain Diseases;Cri-du-Chat Syndrome;Down Syndrome;Endocrine System Diseases;Disorder of eye;Marfan Syndrome;Mental Retardation;Wolf-Hirschhorn Syndrome"
"868" "C0282313" "Condition, Preneoplastic" "G/P" "C0006826" "Malignant Neoplasms"
"869" "C0342127" "Toxic nodular goiter" "G/P" "C0221777;C0342122" "Nontoxic goiter;Toxic diffuse goiter"
"870" "C0347601" "Injury of orbit" "A" "C0478210" "Injury of eye and orbit, part unspecified"
"871" "C0007862" "Cervico-Brachial Neuralgia" "A" "C0477389" "Other specified mononeuropathies"
"872" "C0399429" "Pregnancy gingivitis" "G/P" "C0008684;C0451802" "Chronic gingivitis;Disease of the digestive system complicating pregnancy, childbirth and/or the puerperium"
