"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"404" "C2347759" "Childhood Grade II Meningioma" "G/P" "C0027651;C0153633;C0263978;C0348375;C0348668;C0349015;C0349016;C0495680;C0496936" "Neoplasms;Malignant neoplasm of brain;Disorder of soft tissue;Malignant neoplasm of meninges;Other and unspecified disorders of the circulatory system;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Localized swelling, mass and lump, unspecified;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"405" "C2347758" "Childhood Grade III Meningioma" "G/P" "C0027651;C0153633;C0263978;C0348375;C0348668;C0349015;C0349016;C0495680;C0496936" "Neoplasms;Malignant neoplasm of brain;Disorder of soft tissue;Malignant neoplasm of meninges;Other and unspecified disorders of the circulatory system;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Localized swelling, mass and lump, unspecified;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"406" "C0338070" "Childhood Cerebral Astrocytoma" "G/P" "C0027651;C0153633" "Neoplasms;Malignant neoplasm of brain"
"407" "C0278599" "childhood infratentorial ependymoma" "G/P" "C0027651;C0153633" "Neoplasms;Malignant neoplasm of brain"
"408" "C0280475" "Oligodendroglioma, Childhood" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"409" "C1134515" "childhood spinal cord tumors" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936;C0496938" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified;Neoplasm of uncertain or unknown behavior of spinal cord"
"410" "C0278650" "childhood supratentorial ependymoma" "G/P" "C0153633;C0496950" "Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of endocrine gland"
"411" "C0338329" "recurrent childhood brain stem glioma" "G/P" "C0027651;C0153641" "Neoplasms;Malignant neoplasm of brain stem"
"412" "C0278690" "recurrent childhood brain tumor" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"413" "C0338338" "recurrent childhood cerebellar astrocytoma" "G/P" "C0006111;C0027651;C0027765;C0153633" "Brain Diseases;Neoplasms;nervous system disorder;Malignant neoplasm of brain"
"414" "C0338339" "recurrent childhood cerebral astrocytoma" "G/P" "C0027651;C0153633" "Neoplasms;Malignant neoplasm of brain"
"415" "C0796612" "recurrent childhood ependymoma" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"416" "C0338334" "recurrent childhood supratentorial primitive neuroectodermal tumors" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"417" "C1832034" "childhood subependymal giant cell astrocytoma" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"418" "C1336047" "spinal cord neurofibroma" "G/P" "C0154034;C0349026" "Benign neoplasm of spinal cord;Benign neoplasm of peripheral nerves and autonomic nervous system"
"419" "C0278676" "Stage II Renal Cell Cancer" "G/P" "C0494158" "Malignant neoplasm of kidney, except pelvis"
"420" "C3146247" "Stage II Renal Cell Cancer AJCC v7" "G/P" "C0494158" "Malignant neoplasm of kidney, except pelvis"
"421" "C0700153" "Myotonus (finding)" "G/P" "C0027765" "nervous system disorder"
"422" "C0278870" "recurrent intraocular melanoma" "G/P" "C0015397;C0151779;C0496836" "Disorder of eye;Cutaneous Melanoma;Malignant tumor of eye"
"423" "C1334718" "Metastatic Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor" "G/P" "C0006826" "Malignant Neoplasms"
"424" "C0278661" "stage I adult soft tissue sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"425" "C0278662" "stage II adult soft tissue sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"426" "C0751466" "Phonophobia" "G/P" "C0018681;C0349231" "Headache;Phobic anxiety disorder"
"427" "C0278660" "adult synovial sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"428" "C0279613" "alveolar childhood rhabdomyosarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"429" "C0279982" "childhood synovial sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"430" "C0279612" "embryonal childhood rhabdomyosarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"431" "C0279557" "Adenosquamous cell lung cancer" "G/P" "C0037272;C0348343" "Disease of Skin and Appendages;Malignant neoplasm of bronchus or lung, unspecified"
"432" "C0740479" "Malignant fibrous histiocytoma of bone" "G/P" "C0007114;C0153509;C0153959;C0154125;C0348362;C0496955" "Malignant neoplasm of skin;Malignant tumor of bone and articular cartilage;Benign tumor of bone and articular cartilage;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Neoplasm of uncertain or unknown behavior of skin"
"433" "C0023051" "Laryngeal Diseases" "A" "C0079950" "Other diseases of larynx"
"434" "C1290838" "Acute heart disease" "A" "C0018799" "Heart Diseases"
"435" "C0278746" "Vaginal cancer recurrent" "G/P" "C0042237" "Malignant Vaginal Neoplasm"
"436" "C0278743" "Vaginal cancer stage III" "G/P" "C0042237" "Malignant Vaginal Neoplasm"
"437" "C1336204" "Stage IIIA Cervical Carcinoma" "G/P" "C0007847" "Malignant tumor of cervix"
"438" "C1336212" "Stage IIIA Ovarian Carcinoma" "G/P" "C0006826;C0027651;C1140680" "Malignant Neoplasms;Neoplasms;Malignant neoplasm of ovary"
"439" "C2828099" "Stage IIIA Vulvar Cancer" "G/P" "C0375071" "Malignant neoplasm of vulva"
"440" "C2828101" "Stage IIIC Vulvar Cancer" "G/P" "C0375071" "Malignant neoplasm of vulva"
"441" "C1377787" "Vaginal cancer metastatic" "G/P" "C0042237;C0153684" "Malignant Vaginal Neoplasm;Secondary malignant neoplasm of other specified sites"
"442" "C0338341" "untreated childhood medulloblastoma" "G/P" "C0027651;C0153640" "Neoplasms;Malignant neoplasm of cerebellum"
"443" "C0338333" "untreated childhood supratentorial primitive neuroectodermal tumors" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"444" "C1879279" "adult nasal type extranodal NK/T-cell lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"445" "C0280387" "Nasopharyngeal lymphoepithelioma recurrent" "G/P" "C0153392" "Malignant neoplasm of nasopharynx"
"446" "C0280386" "Nasopharyngeal squamous cell carcinoma recurrent" "G/P" "C0153392" "Malignant neoplasm of nasopharynx"
"447" "C0752140" "Intracranial Embolism" "G/P" "C0007820;C0013924;C0155774;C0494623" "Cerebrovascular Disorders;Embolism and thrombosis of unspecified artery;Other venous embolism & thrombosis;Embolism and thrombosis of unspecified vein"
"448" "C0279540" "adult lymphocyte depletion Hodgkin's lymphoma" "G/P" "C0152267" "Hodgkin lymphoma, lymphocyte depletion"
"449" "C0279541" "adult nodular sclerosis Hodgkin's lymphoma" "G/P" "C0152268" "Hodgkin's disease, nodular sclerosis (clinical)"
"450" "C0525043" "Reactive Attachment Disorder" "G/P" "C0349350" "Unspecified behavioral and emotional disorders with onset usually occurring in childhood and adolescence"
"451" "C0279095" "adult acute lymphoblastic leukemia in remission" "G/P" "C0023418;C0023449" "leukemia;Acute lymphocytic leukemia"
"452" "C0278879" "childhood small noncleaved cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"453" "C0278840" "childhood diffuse large cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"454" "C0278844" "childhood immunoblastic large cell lymphoma" "G/P" "C0079746" "Immunoblastic Large-Cell Lymphoma"
"455" "C1879280" "childhood nasal type extranodal NK/T-cell lymphoma" "G/P" "C0023493" "Adult T-Cell Lymphoma/Leukemia"
"456" "C0677696" "contiguous stage II adult Burkitt's lymphoma" "G/P" "C0006413" "Burkitt Lymphoma"
"457" "C0677695" "contiguous stage II adult diffuse large cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"458" "C0796292" "contiguous stage II adult immunoblastic large cell lymphoma" "G/P" "C0079746" "Immunoblastic Large-Cell Lymphoma"
"459" "C0677697" "contiguous stage II adult lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"460" "C0677689" "contiguous stage II grade 3 follicular lymphoma" "G/P" "C1264190" "Follicular non-Hodgkin's lymphoma, large cell (clinical)"
"461" "C0677692" "contiguous stage II mantle cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"462" "C0677710" "noncontiguous stage II adult Burkitt's lymphoma" "G/P" "C0006413" "Burkitt Lymphoma"
"463" "C0677709" "noncontiguous stage II adult diffuse large cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"464" "C0796293" "noncontiguous stage II adult immunoblastic large cell lymphoma" "G/P" "C0079746" "Immunoblastic Large-Cell Lymphoma"
"465" "C0677711" "noncontiguous stage II adult lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"466" "C0677703" "noncontiguous stage II grade 3 follicular lymphoma" "G/P" "C1264190" "Follicular non-Hodgkin's lymphoma, large cell (clinical)"
"467" "C0677705" "noncontiguous stage II mantle cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"468" "C1541469" "recurrent adult grade III lymphomatoid granulomatosis" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"469" "C1541447" "recurrent childhood grade III lymphomatoid granulomatosis" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"470" "C0279963" "stage I adult Burkitt's lymphoma" "G/P" "C0006413" "Burkitt Lymphoma"
"471" "C0279960" "stage I adult diffuse large cell lymphoma" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"472" "C0279961" "stage I adult immunoblastic large cell lymphoma" "G/P" "C0079746" "Immunoblastic Large-Cell Lymphoma"
"473" "C0279962" "stage I adult lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"474" "C0278735" "stage I childhood lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"475" "C0279956" "stage I grade 3 follicular lymphoma" "G/P" "C1264190" "Follicular non-Hodgkin's lymphoma, large cell (clinical)"
"476" "C0677683" "Mantle cell lymphoma stage I" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"477" "C0278736" "stage II childhood lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"478" "C0278737" "stage III childhood lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"479" "C0278738" "stage IV childhood lymphoblastic lymphoma" "G/P" "C0079748" "Precursor cell lymphoblastic lymphoma"
"480" "C0281944" "Peripheral arteriosclerosis" "G/P" "C0017327;C0085096" "Generalized atherosclerosis;Peripheral Vascular Diseases"
"481" "C0279544" "adult alveolar soft-part sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"482" "C0278592" "adult angiosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"483" "C0279545" "adult epithelioid sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"484" "C0278982" "adult extraskeletal chondrosarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"485" "C0278985" "adult extraskeletal osteosarcoma" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"486" "C0278595" "adult fibrosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"487" "C0279546" "adult malignant fibrous histiocytoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"488" "C0279547" "adult malignant hemangiopericytoma" "G/P" "C0027651;C0154125;C0348362" "Neoplasms;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified"
"489" "C0279548" "adult malignant mesenchymoma" "G/P" "C0154125;C0345904;C0345905;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of liver;Intrahepatic Cholangiocarcinoma;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"490" "C0278622" "adult neurofibrosarcoma" "G/P" "C0027651;C0348359;C0348362" "Neoplasms;Malignant neoplasm of peripheral nerves and autonomic nervous system;Malignant neoplasm of connective and soft tissue, unspecified"
"491" "C0279985" "childhood alveolar soft-part sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"492" "C0279988" "childhood angiosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"493" "C0279989" "childhood epithelioid sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"494" "C0279986" "childhood leiomyosarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"495" "C0279984" "childhood liposarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"496" "C0279991" "childhood malignant mesenchymoma" "G/P" "C0154125;C0345904;C0345905;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of liver;Intrahepatic Cholangiocarcinoma;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"497" "C0279987" "childhood neurofibrosarcoma" "G/P" "C0027651;C0348359;C0348362" "Neoplasms;Malignant neoplasm of peripheral nerves and autonomic nervous system;Malignant neoplasm of connective and soft tissue, unspecified"
"498" "C0279941" "nonmetastatic childhood soft tissue sarcoma" "G/P" "C0027651;C0348362" "Neoplasms;Malignant neoplasm of connective and soft tissue, unspecified"
"499" "C0019214" "Hepatosplenomegaly" "A" "C0869215" "Hepatomegaly with splenomegaly, not elsewhere classified in ICD10CM"
"500" "C1541468" "adult grade III lymphomatoid granulomatosis" "G/P" "C0024305" "Lymphoma, Non-Hodgkin"
"501" "C0042076" "Urologic Neoplasms" "A" "C0348371;C0496932" "Malignant neoplasm of urinary organ, unspecified;Neoplasm of uncertain or unknown behavior of urinary organ"
"502" "C0279631" "adult acute basophilic leukemia" "G/P" "C0029670" "Other myeloid leukemia"
"503" "C0279630" "adult acute eosinophilic leukemia" "G/P" "C0029670" "Other myeloid leukemia"
"504" "C2347748" "Adult Erythroleukemia" "G/P" "C0001317;C0023418" "Acute erythremia and erythroleukemia;leukemia"
"505" "C2347753" "Adult Pure Erythroid Leukemia" "G/P" "C0001317;C0023418" "Acute erythremia and erythroleukemia;leukemia"
"506" "C0278712" "stage II Wilms' tumor" "G/P" "C0006826;C0042075;C0268701;C0348362;C0494158;C1261378" "Malignant Neoplasms;Urologic Diseases;Disorder of kidney and ureter, unspecified;Malignant neoplasm of connective and soft tissue, unspecified;Malignant neoplasm of kidney, except pelvis;Encounter due to family history of malignant neoplasm"
"507" "C0238124" "Necrotizing fasciitis" "G/P" "C0003177;C0264005;C0477643;C0477670;C0495663" "Cutaneous anthrax;Eosinophilic Fasciitis;Other disorders of muscle in diseases classified elsewhere;Fibroblastic disorder, unspecified;Gangrene, not elsewhere classified"
"508" "C0279616" "embryonal-botryoid childhood rhabdomyosarcoma" "G/P" "C0027651;C0154125;C0348362" "Neoplasms;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified"
"509" "C0280981" "previously untreated childhood rhabdomyosarcoma" "G/P" "C0027651;C0154125;C0348362" "Neoplasms;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified"
"510" "C0206644" "Histiocytoma, Benign Fibrous" "G/P" "C0027962;C0154125;C0477531;C0477583;C0496885" "Melanocytic nevus;Neoplasm of uncertain behavior of soft tissues;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified;Other benign neoplasm of skin, unspecified"
"511" "C0016057" "Fibrosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"512" "C0280533" "cholangiocarcinoma of the extrahepatic bile duct" "G/P" "C0153453" "Malignant tumor of extrahepatic bile duct"
"513" "C0278812" "recurrent extrahepatic bile duct cancer" "G/P" "C0153453" "Malignant tumor of extrahepatic bile duct"
"514" "C0278811" "unresectable extrahepatic bile duct cancer" "G/P" "C0153453" "Malignant tumor of extrahepatic bile duct"
"515" "C0023481" "Chronic Neutrophilic Leukemia" "A" "C1279296;C1292778" "Chronic leukemia (category);Chronic myeloproliferative disorder"
"516" "C0278769" "Chronic lymphocytic leukaemia stage 3" "G/P" "C0023434" "Chronic Lymphocytic Leukemia"
"517" "C0206654" "Leiomyomatosis" "G/P" "C0042133" "Uterine Fibroids"
"518" "C3696960" "Posttraumatic meningitis" "A" "C0029603" "Other early complications of trauma"
"519" "C0280623" "childhood choroid plexus tumor" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"520" "C0278652" "childhood craniopharyngioma" "G/P" "C0027651;C0496944;C0496945" "Neoplasms;Neoplasm of uncertain or unknown behavior of pituitary gland;Neoplasm of uncertain or unknown behavior of craniopharyngeal duct"
"521" "C0027439" "Nasopharyngeal Neoplasms" "G/P" "C0153405;C0264221;C0478661;C0496957" "Malignant neoplasm of pharynx;Disorder of upper respiratory system;Localized swelling, mass and lump, neck;Neoplasm of uncertain or unknown behavior of other specified sites"
"522" "C0334513" "Sarcomatoid Mesothelioma" "G/P" "C0025500" "Mesothelioma"
"523" "C0700101" "Urethral Carcinoma" "G/P" "C0153620" "Malignant neoplasm of urethra"
"524" "C0279912" "Recurrent Urethral Cancer" "G/P" "C0153620" "Malignant neoplasm of urethra"
"525" "C0279932" "urethral carcinoma associated with invasive bladder cancer" "G/P" "C0153620" "Malignant neoplasm of urethra"
"526" "C0280483" "adult anaplastic astrocytoma" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"527" "C0280790" "adult anaplastic oligodendroglioma" "G/P" "C0027651;C0153633;C0349015;C0349016;C0496936" "Neoplasms;Malignant neoplasm of brain;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"528" "C0025061" "Mediastinal Diseases" "A" "C0868845" "Diseases of mediastinum, not elsewhere classified"
"529" "C0855099" "B-cell small lymphocytic lymphoma stage II" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"530" "C0855098" "B-cell small lymphocytic lymphoma stage I" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"531" "C0042065" "Genitourinary Neoplasms" "G/P" "C0027651;C0080276" "Neoplasms;Disorder of the genitourinary system"
"532" "C0280628" "Recurrent Uterine Sarcoma" "G/P" "C0153567" "Uterine Cancer"
"533" "C1290384" "Structural disorder of heart" "A" "C0018799" "Heart Diseases"
"534" "C0279178" "stage III follicular thyroid cancer" "G/P" "C0007115" "Malignant neoplasm of thyroid"
"535" "C0279580" "L1 childhood acute lymphoblastic leukemia" "G/P" "C0023449" "Acute lymphocytic leukemia"
"536" "C0279581" "L2 childhood acute lymphoblastic leukemia" "G/P" "C0023449" "Acute lymphocytic leukemia"
"537" "C0279539" "adult lymphocyte predominant Hodgkin's lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"538" "C1332210" "Adult Nodular Lymphocyte Predominant Hodgkin Lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"539" "C1332985" "Childhood Nodular Lymphocyte Predominant Hodgkin Lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"540" "C0278470" "stage I adult Hodgkin's lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"541" "C0278471" "stage II adult Hodgkin's lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"542" "C0279916" "stage III childhood Hodgkin's lymphoma" "G/P" "C0019829;C0027651" "Hodgkin Disease;Neoplasms"
"543" "C0279917" "stage IV childhood Hodgkin's lymphoma" "G/P" "C0019829" "Hodgkin Disease"
"544" "C0279583" "T-cell childhood acute lymphoblastic leukemia" "G/P" "C0023418;C0023449" "leukemia;Acute lymphocytic leukemia"
"545" "C1257843" "pseudomembranous colitis" "G/P" "C0178238;C0494025" "Intestinal infectious disease (disorder);Intestinal infection due to clostridium difficile"
"546" "C1827691" "Refractory frontal lobe epilepsy" "A" "C0494471" "Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"
"547" "C0023521" "Globoid cell leukodystrophy" "A" "C0348489" "Other sphingolipidosis"
"548" "C0039373" "Tay-Sachs Disease" "A" "C0268274" "Gangliosidoses, GM2"
"549" "C0020725" "Type II Mucolipidosis" "A" "C0023794;C0342845" "Lipoidosis;Defect in post-translational modification of lysosomal enzymes"
"550" "C0085131" "Gangliosidosis GM1" "A" "C0348488" "Other gangliosidosis"
"551" "C1998172" "Disorder related to transplantation" "O" "C0869272" "Complications of surgical and medical care, not elsewhere classified in ICD10CM"
"552" "C0030793" "Pelvic Neoplasms" "A" "C0496957" "Neoplasm of uncertain or unknown behavior of other specified sites"
"553" "C0001614" "Adrenal Cortex Diseases" "A" "C0001621" "Adrenal Gland Diseases"
"554" "C0279696" "metastatic squamous neck cancer with occult primary squamous cell carcinoma" "G/P" "C0006826;C0037272;C0153660" "Malignant Neoplasms;Disease of Skin and Appendages;Malignant neoplasm of head, neck and face"
"555" "C0279100" "recurrent metastatic squamous neck cancer with occult primary" "G/P" "C0006826;C0037272;C0153660" "Malignant Neoplasms;Disease of Skin and Appendages;Malignant neoplasm of head, neck and face"
"556" "C0280392" "Squamous cell carcinoma of the hypopharynx recurrent" "G/P" "C0153398;C0153405" "Hypopharyngeal Cancer;Malignant neoplasm of pharynx"
"557" "C0280401" "Laryngeal squamous cell carcinoma recurrent" "G/P" "C0007107" "Malignant neoplasm of larynx"
"558" "C0280334" "Squamous cell carcinoma of the paranasal sinus" "A" "C0153474" "Malignant tumor of nasal sinuses"
"559" "C0280391" "Squamous cell carcinoma of the hypopharynx stage IV" "G/P" "C0153398;C0153405;C0153684" "Hypopharyngeal Cancer;Malignant neoplasm of pharynx;Secondary malignant neoplasm of other specified sites"
"560" "C0280399" "Laryngeal squamous cell carcinoma stage IV" "G/P" "C0007107" "Malignant neoplasm of larynx"
"561" "C0280374" "stage IV squamous cell carcinoma of the oropharynx" "G/P" "C0153382;C0153684" "Malignant neoplasm of oropharynx;Secondary malignant neoplasm of other specified sites"
"562" "C0279778" "untreated hairy cell leukemia" "G/P" "C0023443" "Hairy Cell Leukemia"
"563" "C0338327" "untreated childhood brain stem glioma" "G/P" "C0027651;C0153641" "Neoplasms;Malignant neoplasm of brain stem"
"564" "C1377604" "pediatric CNS choriocarcinoma" "G/P" "C0020217;C0032045;C0153633;C0153658;C0346521;C0349015;C0349016;C0496936" "Hydatidiform Mole;Placenta Disorders;Malignant neoplasm of brain;Malignant neoplasm of endocrine gland;Neoplasm of uncertain behavior of female genital organ;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"565" "C1332953" "Childhood Central Nervous System Germinoma" "G/P" "C0153633;C0153658;C0349015;C0349016;C0496936" "Malignant neoplasm of brain;Malignant neoplasm of endocrine gland;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"566" "C1377599" "pediatric CNS teratoma" "G/P" "C0153633;C0153658;C0349015;C0349016;C0496936" "Malignant neoplasm of brain;Malignant neoplasm of endocrine gland;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"567" "C1377613" "pediatric CNS endodermal sinus tumor" "G/P" "C0153633;C0153658;C0349015;C0349016;C0496936" "Malignant neoplasm of brain;Malignant neoplasm of endocrine gland;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified"
"568" "C1335697" "Recurrent Childhood Central Nervous System Neoplasm" "G/P" "C0348374" "Malignant neoplasm of central nervous system"
"569" "C0018932" "Hematochezia" "G/P" "C0017181;C0019081;C0025222" "Gastrointestinal Hemorrhage;Hemorrhage of rectum and anus;Melena"
"570" "C0392998" "Carcinosarcoma of ovary" "A" "C1140680" "Malignant neoplasm of ovary"
"571" "C0280746" "Sarcoma of ovary" "A" "C1140680" "Malignant neoplasm of ovary"
"572" "C0280626" "stage III uterine sarcoma" "G/P" "C0153567" "Uterine Cancer"
"573" "C0015558" "Fallopian Tube Neoplasms" "G/P" "C0153662;C0346521;C0496957" "Malignant neoplasm of abdomen;Neoplasm of uncertain behavior of female genital organ;Neoplasm of uncertain or unknown behavior of other specified sites"
"574" "C0271893" "Autoimmune pancytopenia" "A" "C0029745" "Other specified aplastic anemias"
"575" "C0272126" "Evan's syndrome" "A" "C0040034" "Thrombocytopenia"
