"CUI_inp" "CUI_inp_name" "Map_type" "CUI_out" "CUI_out_name"
"1549" "C0595921" "Intraocular pressure disorder" "G/P" "C0155384" "Other specified disorders of eye and adnexa"
"1550" "C0236801" "Phobia, Specific" "I" "C0236801" "Phobia, Specific"
"1551" "C0221074" "Depression, Postpartum" "G/P" "C0013415;C0036349;C0161972;C0349217;C0349227;C0349267;C0495315" "Dysthymic Disorder;Paranoid Schizophrenia;Complication of the puerperium;Depressive episode, unspecified;Other specified mood [affective] disorders;Puerperal mental disorder, unspecified;Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
"1552" "C0003578" "Apnea" "A" "C0478114;C1313952" "Other and unspecified abnormalities of breathing;Respiration intermittent"
"1553" "C0149745" "Oral Ulcer" "A" "C0348724" "Other forms of stomatitis"
"1554" "C0029401" "Osteitis Deformans" "I" "C0029401" "Osteitis Deformans"
"1555" "C0001418" "Adenocarcinoma" "G/P" "C0006826" "Malignant Neoplasms"
"1556" "C0233514" "Abnormal behavior" "A" "C0149654" "Conduct Disorder"
"1557" "C0017921" "Glycogen storage disease type II" "A" "C0017919" "Glycogen Storage Disease"
"1558" "C0206734" "Hemangioblastoma" "G/P" "C0018916;C0347509;C0474891" "Hemangioma;Benign neoplasm of central nervous system;Congenital non-neoplastic nevus"
"1559" "C0152915" "Acute miliary tuberculosis" "I" "C0152915" "Acute miliary tuberculosis"
"1560" "C0278545" "Stage III Rectal Cancer AJCC v6" "G/P" "C0949022" "Malignant Rectal Neoplasm"
"1561" "C3146253" "Stage III Rectal Cancer AJCC v7" "G/P" "C0949022" "Malignant Rectal Neoplasm"
"1562" "C1378511" "Undifferentiated leukemia" "A" "C0023467;C0085669" "Leukemia, Myelocytic, Acute;Acute leukemia"
"1563" "C0007099" "Carcinoma in Situ" "I" "C0007099" "Carcinoma in Situ"
"1564" "C0855070" "Synovial sarcoma metastatic" "G/P" "C0348362" "Malignant neoplasm of connective and soft tissue, unspecified"
"1565" "C0279637" "Anal carcinoma" "G/P" "C0153445" "Malignant neoplasm of anal canal"
"1566" "C0153446" "Malignant neoplasm of anus" "I" "C0153446" "Malignant neoplasm of anus"
"1567" "C0796661" "childhood extracranial germ cell tumor" "G/P" "C0153658" "Malignant neoplasm of endocrine gland"
"1568" "C0342751" "Generalized glycogen storage disease of infants" "G/P" "C0017919" "Glycogen Storage Disease"
"1569" "C0006111" "Brain Diseases" "I" "C0006111" "Brain Diseases"
"1570" "C0030662" "Gambling, Pathological" "I" "C0030662" "Gambling, Pathological"
"1571" "C1306889" "Peripheral arterial occlusive disease" "G/P" "C0013924;C0085096;C0155764" "Embolism and thrombosis of unspecified artery;Peripheral Vascular Diseases;Unspecified disorders of arteries and arterioles"
"1572" "C0278575" "Cervix carcinoma stage I" "G/P" "C0007847" "Malignant tumor of cervix"
"1573" "C0855089" "B-cell lymphoma recurrent" "G/P" "C0348396" "B-cell lymphoma, unspecified"
"1574" "C0553723" "Squamous cell carcinoma of skin" "A" "C0007114" "Malignant neoplasm of skin"
"1575" "C0206064" "Microvascular Angina" "A" "C0348588" "Other forms of angina pectoris"
"1576" "C1400201" "Pituitary anomalies" "O" "C0026010;C0206762;C0497552" "Microphthalmos;Limb Deformities, Congenital;Congenital neurologic anomalies"
"1577" "C2894027" "Post traumatic osteoarthritis" "G/P" "C0152086" "Traumatic arthropathy"
"1578" "C0029118" "Opportunistic Infections" "G/P" "C0042769;C0348295" "Virus Diseases;Unspecified parasitic disease"
"1579" "C1333964" "Liver Dysplastic Nodule" "G/P" "C0006826;C0023895;C0496911" "Malignant Neoplasms;Liver diseases;Neoplasm of uncertain or unknown behavior of digestive organ, unspecified"
"1580" "C0006012" "Borderline Personality Disorder" "A" "C0031212;C0338970" "Personality Disorders;Emotionally unstable personality disorder"
"1581" "C0149931" "Migraine Disorders" "I" "C0149931" "Migraine Disorders"
"1582" "C0037763" "Spasm" "A" "C0009917;C0392702;C0495682" "Contracture;Abnormal involuntary movement;Cramp and spasm"
"1583" "C0233459" "Emotional disorder" "G/P" "C0004936" "Mental disorders"
"1584" "C0278485" "Carcinoma breast stage I" "G/P" "C0006142" "Malignant neoplasm of breast"
"1585" "C2216695" "malignant neoplasm of breast stage I" "G/P" "C0006142" "Malignant neoplasm of breast"
"1586" "C0281508" "Desmoplastic Small Round Cell Tumor" "G/P" "C0012242;C0152945;C0154125;C0348362;C0477531;C0477583" "Digestive System Disorders;Gastrointestinal anthrax;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"1587" "C0392164" "Pulmonary Cystic Fibrosis" "A" "C0348815" "Cystic fibrosis with pulmonary manifestations"
"1588" "C0546483" "Lung cyst" "G/P" "C0158683;C0265780;C0348712;C0495786" "Polycystic liver disease;Congenital absence of lung;Other disorders of lung;Abnormal findings on diagnostic imaging of lung"
"1589" "C0019562" "Von Hippel-Lindau Syndrome" "A" "C0869082" "Other phakomatoses, not elsewhere classified in ICD10CM"
"1590" "C0524801" "Retinal Neoplasms" "A" "C0024622" "Malignant neoplasm of retina"
"1591" "C0457949" "Chronic low back pain" "A" "C0024031" "Low Back Pain"
"1592" "C0085220" "Cerebral Amyloid Angiopathy" "I" "C0085220" "Cerebral Amyloid Angiopathy"
"1593" "C0087169" "Withdrawal Symptoms" "G/S" "C0478147" "General symptoms and signs (R50-R69)"
"1594" "C0270458" "Severe major depression with psychotic features" "G/P" "C0494399" "Severe depressive episode without psychotic symptoms"
"1595" "C0279702" "Conventional (Clear Cell) Renal Cell Carcinoma" "A" "C0494158" "Malignant neoplasm of kidney, except pelvis"
"1596" "C0340708" "Deep vein thrombosis of lower limb" "A" "C0155770" "Phlebitis and thrombophlebitis of other deep vessels of lower extremities"
"1597" "C0333006" "congenital deficiency" "G/P" "C0000768" "Congenital Abnormality"
"1598" "C0442893" "Systemic disease" "G/C" "C1314006" "Loss of teeth due to accident, extraction, or local periodontal disease"
"1599" "C0242151" "Violent" "O" "C0003431;C0020039;C0149654" "Antisocial Personality Disorder;Hostility;Conduct Disorder"
"1600" "C0265220" "Pallister-Hall syndrome" "G/P" "C0010314;C0013080;C0014130;C0024796;C0152427;C0153633;C0265316;C0349015;C0349016;C0478660;C0495643;C0496936;C1956097" "Cri-du-Chat Syndrome;Down Syndrome;Endocrine System Diseases;Marfan Syndrome;Polydactyly;Malignant neoplasm of brain;Neurocutaneous Syndromes;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Localized swelling, mass and lump, head;Multiple congenital malformations, not elsewhere classified;Neoplasm of uncertain or unknown behavior of brain, unspecified;Wolf-Hirschhorn Syndrome"
"1601" "C0871049" "patient abuse" "G/P" "C0003431" "Antisocial Personality Disorder"
"1602" "C0030201" "Pain, Postoperative" "A" "C0869285" "Other complications of procedures, not elsewhere classified in ICD10CM"
"1603" "C0017168" "Gastroesophageal reflux disease" "I" "C0017168" "Gastroesophageal reflux disease"
"1604" "C0264714" "Acute heart failure" "A" "C0018801" "Heart failure"
"1605" "C0860239" "Catheter related infection" "G/P" "C0161786;C0496137" "Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts;Unspecified complication of procedure"
"1606" "C0003175" "Anthrax disease" "I" "C0003175" "Anthrax disease"
"1607" "C0263940" "Curb" "G/P" "C0005940;C0025587;C0158360;C0477666" "Bone Diseases;Metatarsalgia;Ledderhose disease;Other enthesopathy of foot"
"1608" "C0237236" "Sexual assault" "A" "C0262030;C0282350;C0480730" "Assault by other specified means;Sexual abuse;Attempted rape"
"1609" "C0242350" "Erectile dysfunction" "A" "C0156309;C0349258" "Impotence of organic origin;Failure of genital response"
"1610" "C0854850" "Mycosis fungoides refractory" "G/P" "C0026948" "Mycosis Fungoides"
"1611" "C1710547" "Unilateral Breast Carcinoma" "G/P" "C0006142" "Malignant neoplasm of breast"
"1612" "C0854963" "Metastatic Penile Cancer" "G/P" "C0153601" "Malignant neoplasm of penis"
"1613" "C3658266" "Prostatic Cancer, Castration-Resistant" "G/P" "C0376358;C0496923" "Malignant neoplasm of prostate;Neoplasm of uncertain or unknown behavior of prostate"
"1614" "C0149678" "Epstein-Barr Virus Infections" "A" "C0021345" "Infectious Mononucleosis"
"1615" "C0023494" "Leukemia, T-Cell, Chronic" "A" "C0023434" "Chronic Lymphocytic Leukemia"
"1616" "C0432485" "complication of transplant" "O" "C0496137;C0496137;C0496155;C0869099;C0869099" "Unspecified complication of procedure;Unspecified complication of procedure;Unspecified complication of internal prosthetic device, implant and graft;Other complications of internal prosthetic devices, implants and grafts, NEC in ICD10;Other complications of internal prosthetic devices, implants and grafts, NEC in ICD10"
"1617" "C0033774" "Pruritus" "I" "C0033774" "Pruritus"
"1618" "C0205734" "Diabetes, Autoimmune" "O" "C0011849;C0011849;C0011854;C0477583;C0477583;C1263961;C1263961" "Diabetes Mellitus;Diabetes Mellitus;Diabetes Mellitus, Insulin-Dependent;Systemic involvement of connective tissue, unspecified;Systemic involvement of connective tissue, unspecified;Disorder of pancreatic internal secretion;Disorder of pancreatic internal secretion"
"1619" "C1704436" "Peripheral Arterial Diseases" "G/P" "C0004153;C0085096" "Atherosclerosis;Peripheral Vascular Diseases"
"1620" "C0340566" "Critical lower limb ischemia" "A" "C0029822" "Other specified peripheral vascular diseases"
"1621" "C0267072" "Esophageal Dysphagia" "A" "C0011168" "Deglutition Disorders"
"1622" "C0151526" "Premature Birth" "I" "C0151526" "Premature Birth"
"1623" "C0856554" "Hepatic cancer metastatic" "G/P" "C0345904" "Malignant neoplasm of liver"
"1624" "C0238461" "Anaplastic thyroid carcinoma" "A" "C0007115" "Malignant neoplasm of thyroid"
"1625" "C1333280" "Desmoplastic melanoma" "G/P" "C0151779" "Cutaneous Melanoma"
"1626" "C0273115" "Lung Injury" "G/P" "C0039980;C0265780;C0348712" "Thoracic Injuries;Congenital absence of lung;Other disorders of lung"
"1627" "C0751651" "Mitochondrial Diseases" "G/P" "C0025517" "Metabolic Diseases"
"1628" "C0025312" "Meningomyelocele" "A" "C0080178;C0497552" "Spina Bifida;Congenital neurologic anomalies"
"1629" "C2585575" "Recurrent abdominal pain" "G/P" "C0000727;C0232492;C0478119" "Abdomen, Acute;Upper abdominal pain;Other and unspecified abdominal pain"
"1630" "C1876203" "Frontonasal dysplasia" "G/P" "C0151491" "Congenital musculoskeletal anomalies"
"1631" "C0339508" "Hereditary macular dystrophy" "A" "C0154860" "Hereditary retinal dystrophy"
"1632" "C0730292" "Macular dystrophy" "G/C" "C0221018;C0339436;C0339438" "Hereditary sideroblastic anemia;Degeneration of macula and posterior pole;Other retinal disorders"
"1633" "C0039070" "Syncope" "I" "C0039070" "Syncope"
"1634" "C1142264" "Critical limb ischemia" "O" "C0348668;C0728936" "Other and unspecified disorders of the circulatory system;Disorder of circulatory system"
"1635" "C0024713" "Manic Disorder" "A" "C0005586;C0236765;C0349207;C0349210;C0349211;C0525045" "Bipolar Disorder;Bipolar I disorder, most recent episode hypomanic;Other manic episodes;Bipolar affective disorder, current episode manic without psychotic symptoms;Bipolar affective disorder, current episode manic with psychotic symptoms;Mood Disorders"
"1636" "C0007789" "Cerebral Palsy" "A" "C0392549" "Infantile cerebral palsy"
"1637" "C0683278" "Mental Suffering" "G/C" "C0478142" "State of emotional shock and stress, unspecified"
"1638" "C0341475" "Pancreatic collection" "G/P" "C0030286" "Pancreatic Diseases"
"1639" "C0376620" "Pouchitis" "G/P" "C0156182;C0494762" "Other disorders of intestine;Noninfective gastroenteritis and colitis, unspecified"
"1640" "C0024348" "Lysis" "G/C" "C0178298" "Skin and subcutaneous tissue disorders"
"1641" "C0476254" "Dyslexia" "A" "C0002019" "Dyslexia and alexia"
"1642" "C0948160" "Pancreas infection" "G/P" "C0001339;C0008354;C0013371;C0030286;C0178238;C0348336" "Acute pancreatitis;Cholera;Shigella Infections;Pancreatic Diseases;Intestinal infectious disease (disorder);Other and unspecified infectious diseases"
"1643" "C0238644" "Anemia, severe" "A" "C0002871" "Anemia"
"1644" "C0037278" "Skin Diseases, Infectious" "A" "C0406047" "Local infection skin/subcut tissue NOS"
"1645" "C0581384" "Chronic anemia" "A" "C0002871;C0494221" "Anemia;Nutritional anemia, unspecified"
"1646" "C0857501" "Acute schizophrenia" "A" "C0036341" "Schizophrenia"
"1647" "C0598798" "Lymphoid neoplasm" "G/P" "C0494214" "Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified"
"1648" "C0796549" "Recurrent tumors of the Ewing's family" "G/P" "C0153509;C0153633;C0153959;C0154125;C0348359;C0348362;C0349015;C0349016;C0496936;C0496950" "Malignant tumor of bone and articular cartilage;Malignant neoplasm of brain;Benign tumor of bone and articular cartilage;Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of peripheral nerves and autonomic nervous system;Malignant neoplasm of connective and soft tissue, unspecified;Neoplasm of uncertain or unknown behavior of brain, supratentorial;Neoplasm of uncertain or unknown behavior of brain, infratentorial;Neoplasm of uncertain or unknown behavior of brain, unspecified;Neoplasm of uncertain or unknown behavior of endocrine gland"
"1649" "C0393754" "Headache associated with sexual activity" "A" "C0018681" "Headache"
"1650" "C0021361" "Female infertility" "I" "C0021361" "Female infertility"
"1651" "C0549471" "Pancoast Tumor" "A" "C0024624" "Malignant neoplasm of upper lobe, bronchus or lung"
"1652" "C0021775" "Intermittent Claudication" "A" "C0085096" "Peripheral Vascular Diseases"
"1653" "C1456822" "Claudication (finding)" "A" "C0085096" "Peripheral Vascular Diseases"
"1654" "C0037090" "Signs and Symptoms, Respiratory" "O" "C0025048;C0035220;C0178309;C0270148;C0456015;C0475712;C0477907;C0477914;C0477915;C0521648" "Meconium Aspiration Syndrome;Respiratory Distress Syndrome, Newborn;Other conditions originating in the perinatal period;Perinatal cyanotic attacks;Neonatal aspiration of blood;Primary sleep apnea of newborn;Other respiratory distress of newborn;Other apnea of newborn;Other specified respiratory conditions of newborn;Neonatal respiratory failure"
"1655" "C0268784" "Myeloma kidney" "G/P" "C0027651;C0268701;C1609433" "Neoplasms;Disorder of kidney and ureter, unspecified;Congenital absence of kidneys syndrome"
"1656" "C1142423" "Bacteremia due to Staphylococcus aureus" "A" "C0038160;C0152965" "Staphylococcal Infections;Staphylococcal bacteraemia"
"1657" "C1561642" "Chronic kidney disease, Stage V" "G/P" "C0022661" "Kidney Failure, Chronic"
"1658" "C1510411" "metaplastic cell transformation" "G/P" "C0027651" "Neoplasms"
"1659" "C0002171" "Alopecia Areata" "I" "C0002171" "Alopecia Areata"
"1660" "C0400966" "Non-alcoholic Fatty Liver Disease" "A" "C0494797" "Fatty (change of) liver, not elsewhere classified"
"1661" "C0432487" "Post-transplant lymphoproliferative disorder" "G/P" "C0002894;C0021345;C0024305;C0026986;C0040028;C0280028;C0334679;C0348439;C0348889;C0494210;C0494213;C0494214;C1292778" "Refractory anaemia with excess blasts;Infectious Mononucleosis;Lymphoma, Non-Hodgkin;Dysmyelopoietic Syndromes;Thrombocythemia, Essential;Refractory anemia with excess blasts in transformation (clinical);Refractory anemia with sideroblasts;Refractory anemia, unspecified;Refractory anemia without sideroblasts, so stated;Other myelodysplastic syndromes;Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue;Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic and related tissue, unspecified;Chronic myeloproliferative disorder"
"1662" "C0030809" "Pemphigus Vulgaris" "I" "C0030809" "Pemphigus Vulgaris"
"1663" "C0007137" "Squamous cell carcinoma" "G/P" "C0006826;C0037272" "Malignant Neoplasms;Disease of Skin and Appendages"
"1664" "C1302853" "Squamous cell carcinoma - category" "G/P" "C0027651" "Neoplasms"
"1665" "C0334048" "Severe dysplasia" "G/C" "C0027651" "Neoplasms"
"1666" "C1336905" "Endometrial Endometrioid Adenocarcinoma" "G/P" "C0007103;C0153567;C0496920;C1140680" "Malignant neoplasm of endometrium;Uterine Cancer;Neoplasm of uncertain or unknown behavior of ovary;Malignant neoplasm of ovary"
"1667" "C0151546" "Oral Cavity Carcinoma" "G/P" "C0037272;C0153381" "Disease of Skin and Appendages;Malignant neoplasm of mouth"
"1668" "C0023380" "Lethargy" "A" "C0024528" "Malaise and fatigue"
"1669" "C0042928" "Vocal Cord Paralysis" "A" "C0494657" "Paralysis of vocal cords or larynx"
"1670" "C0042025" "Urinary Stress Incontinence" "I" "C0042025" "Urinary Stress Incontinence"
"1671" "C0271650" "Impaired glucose tolerance" "A" "C0159069;C0348486" "abnormal glucose tolerance test;Other disorders of intestinal carbohydrate absorption"
"1672" "C0025874" "Metrorrhagia" "A" "C0477786;C0495112" "Other specified abnormal uterine and vaginal bleeding;Excessive and frequent menstruation with irregular cycle"
"1673" "C0312414" "Menstrual spotting" "A" "C0156405;C0477785" "Ovulation bleeding;Other specified irregular menstruation"
"1674" "C1442921" "Basic learning problem in reading" "A" "C0037789" "Specific reading disorder"
"1675" "C0021359" "Infertility" "G/P" "C0000809;C0017412;C0495119" "Abortion, Habitual;Genital Diseases, Male;Unspecified condition associated with female genital organs and menstrual cycle"
"1676" "C0085207" "Gestational Diabetes" "I" "C0085207" "Gestational Diabetes"
"1677" "C0008625" "Chromosome Aberrations" "G/P" "C0270075;C0478147" "Perinatal disorder;General symptoms and signs (R50-R69)"
"1678" "C1521461" "Loss of Chromosome 5q" "G/P" "C0270075;C0478147" "Perinatal disorder;General symptoms and signs (R50-R69)"
"1679" "C0030446" "Paralytic Ileus" "I" "C0030446" "Paralytic Ileus"
"1680" "C0424605" "Developmental delay (disorder)" "A" "C0349325;C0478658" "Developmental disorder of speech and language, unspecified;Disorder of psychological development"
"1681" "C0011881" "Diabetic Nephropathy" "G/P" "C0022661;C0342257" "Kidney Failure, Chronic;Complications of Diabetes Mellitus"
"1682" "C1265679" "Wound, healed (morphologic abnormality)" "G/P" "C3263723" "Traumatic injury"
"1683" "C0161734" "Effects of low temperature" "I" "C0161734" "Effects of low temperature"
"1684" "C0032897" "Prader-Willi Syndrome" "A" "C0158795;C0347915" "Other and unspecified congenital anomalies;Congenital malformation syndromes associated with short stature"
"1685" "C0085271" "Self-Injurious Behavior" "A" "C0480203" "Self inflicted injury"
"1686" "C0027404" "Narcolepsy" "A" "C0751362" "Narcolepsy-Cataplexy Syndrome"
"1687" "C2699777" "Diffuse Large B-Cell Lymphoma, Not Otherwise Specified" "G/P" "C0079744" "Diffuse Large B-Cell Lymphoma"
"1688" "C1290630" "Caries of infancy" "A" "C0011334" "Dental caries"
"1689" "C1318973" "Staphylococcus aureus infection" "A" "C0038160" "Staphylococcal Infections"
"1690" "C0043251" "Wounds and Injuries" "A" "C3263723" "Traumatic injury"
"1691" "C0333519" "Caries (morphologic abnormality)" "G/C" "C0266853" "Enamel caries"
"1692" "C1443924" "Severe diarrhea" "A" "C0478121" "Other specified symptoms and signs involving the digestive system and abdomen"
"1693" "C0080040" "Postpoliomyelitis Syndrome" "A" "C1331981" "Sequelae of poliomyelitis"
"1694" "C0458219" "Complex Regional Pain Syndromes" "A" "C0494994" "Neuralgia and neuritis, unspecified"
"1695" "C0221757" "alpha 1-Antitrypsin Deficiency" "A" "C0494359" "Disorders of plasma-protein metabolism, not elsewhere classified"
"1696" "C0015732" "Fecal Incontinence" "I" "C0015732" "Fecal Incontinence"
"1697" "C1305215" "Fracture of forearm" "I" "C1305215" "Fracture of forearm"
"1698" "C0242606" "Oxidative Stress" "G/P" "C0478142;C3263723" "State of emotional shock and stress, unspecified;Traumatic injury"
"1699" "C0085413" "Polycystic Kidney, Autosomal Dominant" "I" "C0085413" "Polycystic Kidney, Autosomal Dominant"
"1700" "C0403592" "Chronic rejection of renal transplant" "G/P" "C0451764;C0495031" "Kidney transplant failure and rejection;Unspecified nephritic syndrome, focal and segmental glomerular lesions"
"1701" "C0751583" "Encephalitis, West Nile Fever" "A" "C0042769" "Virus Diseases"
"1702" "C1334720" "Metastatic Malignant Peripheral Nerve Sheath Tumor" "G/P" "C0348359" "Malignant neoplasm of peripheral nerves and autonomic nervous system"
"1703" "C0920296" "Developmental reading disorder" "A" "C0037789" "Specific reading disorder"
"1704" "C0162671" "MELAS Syndrome" "G/P" "C0001122;C0038454;C0494362;C0869052" "Acidosis;Cerebrovascular accident;Other specified metabolic disorders;Mitochondrial myopathy, not elsewhere classified in ICD10CM"
"1705" "C1257753" "Child Malnutrition" "G/P" "C0162429" "Malnutrition"
"1706" "C0043124" "West Nile Fever" "I" "C0043124" "West Nile Fever"
"1707" "C1096184" "West Nile viral infection" "A" "C0043124" "West Nile Fever"
"1708" "C0409818" "Chronic Infantile Neurological, Cutaneous, and Articular Syndrome" "A" "C0869083" "Other specified congenital malformation syndromes, not elsewhere classified in ICD10CM"
"1709" "C0236816" "Stress Disorders, Traumatic, Acute" "I" "C0236816" "Stress Disorders, Traumatic, Acute"
"1710" "C0744178" "Chronic ulcer of foot" "G/P" "C0494888" "Ulcer of lower limb, not elsewhere classified"
"1711" "C0149978" "Adenocarcinoma of rectum" "A" "C0949022" "Malignant Rectal Neoplasm"
"1712" "C0855116" "Diffuse large B-cell lymphoma stage IV" "G/P" "C0079744" "Diffuse Large B-Cell Lymphoma"
"1713" "C3266877" "Secondary Malignant Neoplasm" "G/P" "C0006826;C0348374" "Malignant Neoplasms;Malignant neoplasm of central nervous system"
"1714" "C0854834" "Angioimmunoblastic T-cell lymphoma refractory" "G/P" "C0079774" "Peripheral T-Cell Lymphoma"
"1715" "C1336128" "Stage IB1 Cervical Cancer" "G/P" "C0007847" "Malignant tumor of cervix"
"1716" "C1563296" "Systolic anterior movement of mitral valve" "A" "C0348601" "Other nonrheumatic mitral valve disorders"
"1717" "C0701811" "Poor short-term memory" "A" "C0478135" "Other amnesia"
"1718" "C0346402" "Malignant neoplasm of adrenal cortex" "I" "C0346402" "Malignant neoplasm of adrenal cortex"
"1719" "C0154833" "Retinal vascular disorder" "A" "C0494531" "Background retinopathy and retinal vascular changes"
"1720" "C0279981" "childhood fibrosarcoma" "G/P" "C0154125;C0348362;C0477531;C0477583" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified"
"1721" "C0278717" "Intraocular retinoblastoma" "G/P" "C0024622" "Malignant neoplasm of retina"
"1722" "C1321869" "Pediatric Intraocular Retinoblastoma" "G/P" "C0024622" "Malignant neoplasm of retina"
"1723" "C0280745" "secondary myelodysplastic syndromes" "G/P" "C0026986;C0348374" "Dysmyelopoietic Syndromes;Malignant neoplasm of central nervous system"
"1724" "C1332922" "Cervical Squamous Intraepithelial Neoplasia" "G/P" "C0007868" "Cervical dysplasia"
"1725" "C0007785" "Cerebral Infarction" "I" "C0007785" "Cerebral Infarction"
"1726" "C0036202" "Sarcoidosis" "I" "C0036202" "Sarcoidosis"
"1727" "C0333165" "Acute obstruction" "O" "C0008370;C0022346;C0494763" "Cholestasis;Icterus;Acute vascular disorders of intestine"
"1728" "C0270549" "Generalized Anxiety Disorder" "I" "C0270549" "Generalized Anxiety Disorder"
"1729" "C0855013" "Chondrosarcoma recurrent" "G/P" "C0153509" "Malignant tumor of bone and articular cartilage"
"1730" "C1332166" "Adenocarcinoma of the gastroesophageal junction" "G/P" "C0006826;C0348342" "Malignant Neoplasms;Malignant neoplasm ill-defined sites within digestive wall system"
"1731" "C0268575" "Isovaleryl-CoA dehydrogenase deficiency" "A" "C0002514;C0342712" "Amino Acid Metabolism, Inborn Errors;Disorder of branched-chain amino acid metabolism"
"1732" "C0858252" "Breast adenocarcinoma" "A" "C0006142" "Malignant neoplasm of breast"
"1733" "C0024530" "Malaria" "I" "C0024530" "Malaria"
"1734" "C0003794" "Arm Injuries" "A" "C0478398" "Unspecified injury of upper limb, level unspecified"
"1735" "C0004052" "Respiratory Aspiration of Gastric Contents" "I" "C0004052" "Respiratory Aspiration of Gastric Contents"
"1736" "C0036416" "Scleritis" "I" "C0036416" "Scleritis"
"1737" "C1847319" "PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA" "G/P" "C0154125;C0348342;C0348362;C0477531;C0477583;C0496869;C1261378" "Neoplasm of uncertain behavior of soft tissues;Malignant neoplasm ill-defined sites within digestive wall system;Malignant neoplasm of connective and soft tissue, unspecified;Localized connective tissue disorder, unspecified;Systemic involvement of connective tissue, unspecified;Benign neoplasm of duodenum;Encounter due to family history of malignant neoplasm"
"1738" "C0861727" "Pancreatic adenocarcinoma metastatic" "G/P" "C0006826;C0346647" "Malignant Neoplasms;Malignant neoplasm of pancreas"
"1739" "C0278701" "Gastric Adenocarcinoma" "A" "C0024623" "Malignant neoplasm of stomach"
"1740" "C0011124" "Decreased Libido" "A" "C0020594" "Hypoactive Sexual Desire Disorder"
"1741" "C1519670" "Tumor Angiogenesis" "G/P" "C0348668" "Other and unspecified disorders of the circulatory system"
"1742" "C1955861" "T-Cell Large Granular Lymphocyte Leukemia" "A" "C0023434" "Chronic Lymphocytic Leukemia"
"1743" "C0268494" "Oculocutaneous albinism type 1" "G/P" "C0001916;C0547030" "Albinism;Visual disturbance"
"1744" "C2939465" "Deficiency of glucose-6-phosphate dehydrogenase" "A" "C0237987" "Glucose-6-phosphate dehydrogenase deficiency anemia"
"1745" "C2362324" "Pediatric Obesity" "G/P" "C0028754" "Obesity"
"1746" "C0011615" "Dermatitis, Atopic" "I" "C0011615" "Dermatitis, Atopic"
"1747" "C0013595" "Eczema" "A" "C0011603" "Dermatitis"
"1748" "C0231749" "Knee pain" "A" "C0003862" "Arthralgia"
"1749" "C0036982" "Shock, Hemorrhagic" "A" "C0020683" "Hypovolemic Shock"
"1750" "C0276340" "Respiratory syncytial virus bronchiolitis" "A" "C0348799" "Acute bronchiolitis due to respiratory syncytial virus"
"1751" "C0585362" "Squamous cell carcinoma of mouth" "A" "C0153381" "Malignant neoplasm of mouth"
"1752" "C0280451" "de novo myelodysplastic syndromes" "G/P" "C0026986" "Dysmyelopoietic Syndromes"
"1753" "C0338106" "Adenocarcinoma of colon" "G/P" "C0007102" "Malignant tumor of colon"
"1754" "C0206624" "Hepatoblastoma" "I" "C0206624" "Hepatoblastoma"
"1755" "C1142347" "Stage IV Esophageal Adenocarcinoma" "G/P" "C0546837" "Malignant neoplasm of esophagus"
"1756" "C0041582" "Ulcer" "A" "C0494891" "Chronic ulcer of skin, not elsewhere classified"
"1757" "C0236642" "Pick Disease of the Brain" "A" "C0221394" "Circumscribed atrophy of brain"
"1758" "C0338451" "Frontotemporal dementia" "G/P" "C0025517;C0221394;C0497327" "Metabolic Diseases;Circumscribed atrophy of brain;Dementia"
"1759" "C0018621" "Hay fever" "I" "C0018621" "Hay fever"
"1760" "C3539909" "Allergic disposition" "G/P" "C0020517" "Hypersensitivity"
"1761" "C1536085" "Geographic Atrophy" "G/P" "C0339436;C0339438" "Degeneration of macula and posterior pole;Other retinal disorders"
"1762" "C0271083" "Nonexudative age-related macular degeneration" "A" "C0339436;C0339438" "Degeneration of macula and posterior pole;Other retinal disorders"
"1763" "C0751760" "Shift-Work Sleep Disorder" "G/P" "C0877792" "Sleep Disorders, Circadian Rhythm"
"1764" "C0917799" "Hypersomnia" "A" "C0020524" "Disorders of Excessive Somnolence"
"1765" "C1290694" "Degenerative arthritis of temporomandibular joint" "G/P" "C0039494" "Temporomandibular Joint Disorders"
"1766" "C0278952" "Nasopharyngeal cancer recurrent" "G/P" "C0153392" "Malignant neoplasm of nasopharynx"
"1767" "C0042510" "Ventricular Fibrillation" "A" "C0003811;C0155710" "Cardiac Arrhythmia;Ventricular fibrillation and flutter"
"1768" "C0031350" "Pharyngitis" "A" "C0001344;C0242429" "Acute pharyngitis;Sore Throat"
